OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,DP05_0090E,DP05_0091E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
43,1.01,199776,5261,11001000101,"Census Tract 1.01; District of Columbia; District of Columbia",1097,516,581,88.8,21,51,6,0,13,111,313,201,23,41,158,119,40,47.1,78,1019,1019,1019,345,317,1019,462,557,82.9,317,206,111,185.6,1097,1021,76,1021,920,26,0,0,0,0,0,64,0,31,0,0,11,6,16,0,0,0,0,0,11,76,0,20,22,34,0,0,1097,996,26,20,86,0,45,1097,135,52,0,0,83,962,799,26,0,64,0,11,62,20,42,841,945,401,544,ACS_Demographic_DC_CensusTract_49,,{AC7DD787-C6EB-44C0-83E3-9563E3FD3194},000101,0,0
44,7.03,232137,0,11001000703,"Census Tract 7.03; District of Columbia; District of Columbia",2978,1387,1591,87.2,23,37,42,24,200,356,116,283,208,131,629,681,248,66.9,108,2876,2870,2852,1633,1558,2870,1342,1528,87.8,1558,661,897,73.7,2978,2596,382,2596,2120,276,0,0,0,0,0,188,25,41,97,12,0,0,13,0,0,0,0,0,12,382,57,0,50,100,0,0,2978,2502,508,175,238,0,287,2978,375,15,126,37,197,2603,2020,276,0,188,0,12,107,0,107,2328,2699,1230,1469,ACS_Demographic_DC_CensusTract_50,,{43BB1099-DBBE-4D82-B919-687E3724FEFC},000703,0,0
45,39.01,120715,0,11001003901,"Census Tract 39.01; District of Columbia; District of Columbia",2642,976,1666,58.6,185,58,0,0,228,736,554,589,52,73,106,61,0,38.1,243,2399,2399,2399,178,167,2399,912,1487,61.3,167,59,108,54.6,2642,2410,232,2410,1446,683,0,0,0,0,0,65,50,15,0,0,0,0,0,0,0,0,0,0,216,232,68,0,41,112,0,0,2642,1678,751,0,117,0,339,2642,359,160,47,0,152,2283,1412,683,0,65,0,14,109,0,109,1981,2174,778,1396,ACS_Demographic_DC_CensusTract_51,,{EC1B324F-699F-4E0A-933E-96A8A95FBEC0},003901,0,0
46,44.01,246895,0,11001004401,"Census Tract 44.01; District of Columbia; District of Columbia",3360,1996,1364,146.3,405,231,0,0,82,1098,956,393,37,22,102,34,0,33.5,636,2724,2724,2724,136,136,2724,1541,1183,130.3,136,74,62,119.4,3360,3185,175,3185,1997,835,0,0,0,0,0,278,123,0,16,39,13,17,70,30,0,30,0,0,45,175,85,0,67,23,0,0,3360,2172,920,0,345,30,68,3360,171,0,61,46,64,3189,1877,835,0,278,30,3,166,14,152,1923,2467,1354,1113,ACS_Demographic_DC_CensusTract_52,,{D4813546-5F74-4F83-9085-6B5B2C900A83},004401,0,0
47,10.03,982460,0,11001001003,"Census Tract 10.03; District of Columbia; District of Columbia",2989,1589,1400,113.5,289,181,314,144,67,120,380,519,275,173,249,222,56,45,895,2149,2094,2055,662,527,2094,1053,1041,101.2,527,265,262,101.1,2989,2591,398,2591,2283,136,0,0,0,0,0,133,15,49,16,0,0,0,53,0,0,0,0,0,39,398,0,0,95,227,0,0,2989,2649,196,0,304,0,282,2989,373,16,62,0,295,2616,2162,136,0,133,0,39,146,35,111,1132,1871,929,942,ACS_Demographic_DC_CensusTract_53,,{C119B11E-D1D0-4668-A7A0-9FA4F6F81413},001003,0,0
48,38.02,207186,0,11001003802,"Census Tract 38.02; District of Columbia; District of Columbia",3372,1781,1591,111.9,121,79,46,0,142,1133,1003,347,257,61,64,42,77,36.8,246,3126,3126,3126,188,183,3126,1762,1364,129.2,183,138,45,306.7,3372,2961,411,2961,1782,536,17,0,0,0,0,314,167,38,20,0,0,11,78,0,0,0,0,0,312,411,0,9,207,107,0,0,3372,2193,624,114,521,0,419,3372,599,55,127,5,412,2773,1574,536,0,314,0,45,304,0,304,2162,2614,1424,1190,ACS_Demographic_DC_CensusTract_54,,{9F78AD8D-52F8-4B58-8EBF-55B1A7EB482F},003802,0,0
49,27.03,163863,0,11001002703,"Census Tract 27.03; District of Columbia; District of Columbia",2430,1360,1070,127.1,196,83,46,39,43,484,518,413,200,99,102,150,57,42.4,325,2105,2105,2066,367,309,2105,1178,927,127.1,309,104,205,50.7,2430,2094,336,2094,1337,484,0,0,0,0,0,121,37,10,17,16,17,11,13,0,0,0,0,0,152,336,0,0,146,138,0,0,2430,1673,513,52,267,0,342,2430,560,87,75,0,398,1870,1191,380,0,104,0,0,195,77,118,1313,1747,966,781,ACS_Demographic_DC_CensusTract_55,,{8D6A0815-B2F4-4D38-90E6-58B6E3E23BF6},002703,0,0
50,8.03,308153,0,11001000803,"Census Tract 8.03; District of Columbia; District of Columbia",2464,887,1577,56.2,179,213,24,228,170,114,488,242,60,119,300,286,41,40.3,416,2048,2048,1742,708,627,2048,674,1374,49.1,627,250,377,66.3,2464,2318,146,2318,1724,160,0,0,0,0,0,423,191,42,0,0,1,9,180,0,0,0,0,0,11,146,10,16,87,33,0,0,2464,1870,170,16,510,0,44,2464,258,158,0,0,100,2206,1526,160,0,423,0,0,97,0,97,1533,1662,559,1103,ACS_Demographic_DC_CensusTract_57,,{E9CBB94B-7023-459A-B649-5379258D13B7},000803,0,0
51,38.01,148928,0,11001003801,"Census Tract 38.01; District of Columbia; District of Columbia",1495,680,815,83.4,83,21,0,0,123,537,295,106,102,55,158,15,0,34.4,104,1391,1391,1378,228,173,1391,610,781,78.1,173,92,81,113.6,1495,1346,149,1346,1122,155,0,0,0,0,0,38,0,23,12,3,0,0,0,0,0,0,0,0,31,149,23,5,67,34,0,20,1495,1251,198,5,105,0,85,1495,145,45,18,0,82,1350,1077,155,0,38,0,0,80,0,80,1055,1266,560,706,ACS_Demographic_DC_CensusTract_58,,{AEB36071-0890-485F-A9A6-E3627BCFFDB0},003801,0,0
52,9.04,2024710,75151,11001000904,"Census Tract 9.04; District of Columbia; District of Columbia",3221,1635,1586,103.1,160,194,304,165,183,190,315,464,132,186,537,300,91,47.2,801,2511,2420,2366,1071,928,2420,1182,1238,95.5,928,458,470,97.4,3221,2900,321,2900,2379,371,0,0,0,0,0,133,57,56,0,0,12,8,0,0,0,0,0,0,17,321,0,0,34,250,0,25,3221,2663,396,0,179,0,304,3221,257,73,10,0,174,2964,2303,371,0,133,0,10,147,113,34,1301,2132,1082,1050,ACS_Demographic_DC_CensusTract_59,,{8D6F0920-84F8-4DF7-80DC-D9AE9621CDFF},000904,0,0
53,7.04,332346,0,11001000704,"Census Tract 7.04; District of Columbia; District of Columbia",2660,1196,1464,81.7,123,131,118,32,183,553,395,313,224,178,304,68,38,39.2,385,2288,2275,2215,524,410,2275,971,1304,74.5,410,160,250,64,2660,2363,297,2363,2021,81,0,0,0,0,0,191,191,0,0,0,0,0,0,0,0,0,0,0,70,297,0,14,37,246,0,0,2660,2318,81,14,228,0,316,2660,389,16,0,50,323,2271,1948,81,0,191,0,0,51,0,51,1726,2079,886,1193,ACS_Demographic_DC_CensusTract_60,,{30AF44D2-731A-4F94-94BD-16D69879898B},000704,0,0
54,13.04,707155,9432,11001001304,"Census Tract 13.04; District of Columbia; District of Columbia",4172,2272,1900,119.6,0,150,18,0,82,1670,683,601,112,198,355,193,110,38.1,168,4004,4004,4004,834,658,4004,2104,1900,110.7,658,317,341,93,4172,3479,693,3479,2985,230,0,0,0,0,0,196,69,3,0,38,86,0,0,0,0,0,0,0,68,693,59,0,221,343,2,0,4172,3608,359,2,485,0,479,4172,628,0,275,0,353,3544,2813,207,0,196,0,0,328,17,311,3015,3621,1950,1671,ACS_Demographic_DC_CensusTract_61,,{F8032E31-7E14-42EE-B82C-14C32FA1713C},001304,0,0
55,13.03,889581,5274,11001001303,"Census Tract 13.03; District of Columbia; District of Columbia",3580,1482,2098,70.6,117,0,38,0,491,1324,465,72,189,114,259,294,217,33,155,3425,3425,3288,820,770,3425,1442,1983,72.7,770,340,430,79.1,3580,3440,140,3440,2651,442,0,0,0,0,0,155,0,0,27,0,0,0,128,0,0,0,0,0,192,140,60,0,4,74,1,1,3580,2789,504,1,159,0,267,3580,260,0,14,0,246,3320,2608,442,0,155,0,49,66,1,65,2329,3256,1293,1963,ACS_Demographic_DC_CensusTract_62,,{8ABF21F7-4852-4C92-8B12-46F25925981A},001303,0,0
56,27.04,295339,2427,11001002704,"Census Tract 27.04; District of Columbia; District of Columbia",3215,1963,1252,156.8,93,62,187,180,331,968,354,441,231,184,184,0,0,33,414,2810,2801,2693,265,184,2801,1649,1152,143.1,184,116,68,170.6,3215,2855,360,2855,1441,380,80,0,0,0,0,261,0,69,39,0,0,119,34,0,0,0,0,0,693,360,37,33,20,53,27,109,3215,1628,553,165,337,19,917,3215,1339,311,0,112,916,1876,1152,279,0,182,0,18,245,109,136,1996,2197,1284,913,ACS_Demographic_DC_CensusTract_63,,{6E2502A5-8B9A-4534-B052-C3691E01AC30},002704,0,0
57,25.03,292105,0,11001002503,"Census Tract 25.03; District of Columbia; District of Columbia",2743,1623,1120,144.9,154,10,43,23,92,1144,691,86,108,191,129,22,50,34,225,2536,2518,2513,271,201,2518,1503,1015,148.1,201,46,155,29.7,2743,2617,126,2617,954,1250,0,0,0,0,0,120,59,0,27,0,23,0,11,0,0,0,0,0,293,126,3,59,40,24,0,0,2743,1080,1253,59,160,0,317,2743,567,0,0,66,501,2176,862,1100,0,120,0,0,94,0,94,1798,2270,1314,956,ACS_Demographic_DC_CensusTract_64,,{235F320F-00A9-4CE1-9856-09887943E2A9},002503,0,0
58,56.01,185309,1275,11001005601,"Census Tract 56.01; District of Columbia; District of Columbia",2553,1169,1384,84.5,9,0,0,18,730,927,328,87,12,34,224,132,52,28.5,9,2544,2544,2461,408,408,2544,1165,1379,84.5,408,264,144,183.3,2553,2309,244,2309,1876,134,1,0,0,0,0,290,132,61,0,0,40,52,5,0,0,0,0,0,8,244,32,0,0,24,0,165,2553,1932,354,1,313,0,197,2553,385,25,54,0,306,2168,1681,134,0,290,0,8,55,0,55,2209,2163,1031,1132,ACS_Demographic_DC_CensusTract_65,,{C92BB238-8A93-49E5-B056-5DD620FEDF8D},005601,0,0
59,55.01,164749,0,11001005501,"Census Tract 55.01; District of Columbia; District of Columbia",1674,1003,671,149.5,0,0,0,1,96,728,259,251,112,105,98,24,0,35.3,0,1674,1674,1664,227,122,1674,1003,671,149.5,122,61,61,100,1674,1533,141,1533,1463,1,0,0,0,0,0,54,0,0,8,0,0,0,46,15,15,0,0,0,0,141,0,0,0,141,0,0,1674,1604,1,0,54,15,141,1674,364,43,87,0,234,1310,1240,1,0,54,15,0,0,0,0,1587,1548,919,629,ACS_Demographic_DC_CensusTract_66,,{DC9BAE14-67AB-4015-A818-16883CACB99B},005501,0,0
60,56.02,273491,6261,11001005602,"Census Tract 56.02; District of Columbia; District of Columbia",3530,1408,2122,66.4,107,0,0,369,717,827,220,199,151,124,354,332,130,32.2,109,3423,3421,2741,864,816,3421,1406,2015,69.8,816,305,511,59.7,3530,3281,249,3281,2439,242,0,0,0,0,0,528,128,292,26,0,38,0,44,0,0,0,0,0,72,249,10,26,149,64,0,0,3530,2688,252,26,677,0,136,3530,358,19,52,24,263,3172,2236,233,0,502,0,22,179,38,141,2167,2670,1134,1536,ACS_Demographic_DC_CensusTract_67,,{266B024E-F6FE-46F1-8F93-0CF5F7F865DE},005602,0,0
61,55.02,251302,0,11001005502,"Census Tract 55.02; District of Columbia; District of Columbia",2685,1463,1222,119.7,90,0,34,8,376,999,331,183,61,115,280,70,138,33.1,124,2561,2561,2546,530,488,2561,1339,1222,109.6,488,193,295,65.4,2685,2522,163,2522,1885,160,4,0,0,0,0,446,184,46,17,41,2,11,145,0,0,0,0,0,27,163,0,0,34,105,0,0,2685,2048,184,20,488,0,132,2685,121,52,43,0,26,2564,1822,160,0,446,0,0,136,94,42,1706,2529,1333,1196,ACS_Demographic_DC_CensusTract_68,,{74ADA596-C6DA-49A6-96C2-9D12A99842CE},005502,0,0
62,53.03,168769,0,11001005303,"Census Tract 53.03; District of Columbia; District of Columbia",2637,1278,1359,94,14,43,19,12,189,860,361,343,128,216,290,162,0,40,82,2561,2555,2549,591,452,2555,1238,1317,94,452,260,192,135.4,2637,2433,204,2433,1907,18,0,0,0,0,0,480,164,74,0,159,26,0,57,0,0,0,0,0,28,204,53,0,13,138,0,0,2637,2111,71,0,493,0,166,2637,200,66,0,0,134,2437,1872,18,0,480,0,0,67,1,66,2302,2315,1164,1151,ACS_Demographic_DC_CensusTract_69,,{8B695147-E686-4DF2-ACC0-832459BD9F06},005303,0,0
63,102.02,1069479,136323,11001010202,"Census Tract 102.02; District of Columbia; District of Columbia",2303,1090,1213,89.9,181,6,20,6,99,631,560,166,130,194,142,136,32,37.1,213,2096,2090,2090,393,310,2090,997,1093,91.2,310,125,185,67.6,2303,2145,158,2145,1169,723,0,0,0,0,0,96,7,26,0,0,12,39,12,0,0,0,0,0,157,158,60,1,26,67,0,0,2303,1327,787,5,122,0,224,2303,117,0,0,0,117,2186,1169,723,0,96,0,98,100,9,91,1553,1861,846,1015,ACS_Demographic_DC_CensusTract_70,,{FB1EAA65-E48B-416C-A9C6-076A1E4EDA44},010202,0,0
64,9800,6514228,4996439,11001980000,"Census Tract 9800; District of Columbia; District of Columbia",17,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,17,17,0,0,17,17,0,0,0,0,0,0,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,17,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,5,17,17,0,ACS_Demographic_DC_CensusTract_71,,{7975D76C-AB95-4B00-8F1B-A3DEC09199C7},980000,0,0
65,72.02,183977,0,11001007202,"Census Tract 72.02; District of Columbia; District of Columbia",4446,2397,2049,117,87,0,38,0,270,2887,716,240,65,34,89,20,0,30.3,125,4321,4321,4321,130,109,4321,2310,2011,114.9,109,36,73,49.3,4446,4146,300,4146,3544,321,15,0,0,0,0,181,1,61,51,0,17,37,14,0,0,0,0,0,85,300,0,44,71,109,0,0,4446,3823,376,59,328,0,215,4446,290,82,80,0,128,4156,3387,321,0,181,0,67,200,30,170,3311,4273,2293,1980,ACS_Demographic_DC_CensusTract_72,,{7E72F0C2-A92F-4C91-A1E4-64A2A370171B},007202,0,0
66,52.02,246292,0,11001005202,"Census Tract 52.02; District of Columbia; District of Columbia",2886,1838,1048,175.4,0,0,14,40,21,875,760,301,254,154,336,131,0,38.9,14,2872,2872,2832,500,467,2872,1838,1034,177.8,467,325,142,228.9,2886,2756,130,2756,2416,119,0,0,0,0,0,221,49,29,63,22,0,39,19,0,0,0,0,0,0,130,42,55,9,24,0,0,2886,2546,161,55,230,0,24,2886,340,55,23,115,147,2546,2155,119,0,221,0,0,51,0,51,2215,2743,1758,985,ACS_Demographic_DC_CensusTract_73,,{0F9CC6E1-56F1-40F8-B997-C4DB29E9D72D},005202,0,0
67,52.03,93419,0,11001005203,"Census Tract 52.03; District of Columbia; District of Columbia",3278,1626,1652,98.4,62,107,89,0,208,1212,715,321,0,212,309,43,0,34.6,258,3020,3020,3020,564,352,3020,1530,1490,102.7,352,21,331,6.3,3278,2962,316,2962,1821,467,285,0,0,0,0,166,66,45,0,0,46,9,0,0,0,0,0,0,223,316,0,0,242,47,0,0,3278,2137,467,285,435,0,297,3278,555,24,0,0,531,2723,1821,467,0,166,0,0,269,0,269,2666,2561,1274,1287,ACS_Demographic_DC_CensusTract_74,,{0B13EBC2-849E-456A-8C03-F9D386B509A6},005203,0,0
68,50.03,94136,0,11001005003,"Census Tract 50.03; District of Columbia; District of Columbia",1809,995,814,122.2,0,14,0,0,88,696,389,363,115,119,25,0,0,35.7,14,1795,1795,1795,118,25,1795,981,814,120.5,25,1,24,4.2,1809,1695,114,1695,1199,156,9,0,0,0,0,188,79,65,0,21,14,0,9,9,0,9,0,0,134,114,30,8,7,33,0,0,1809,1304,213,53,222,9,176,1809,308,15,0,27,266,1501,1094,156,9,188,9,0,45,0,45,1234,1517,818,699,ACS_Demographic_DC_CensusTract_75,,{8329FF43-0E8C-4189-8998-11ADB665C75A},005003,0,0
69,50.04,143156,0,11001005004,"Census Tract 50.04; District of Columbia; District of Columbia",3891,2075,1816,114.3,298,115,37,0,533,1042,722,307,195,149,209,248,36,33.9,450,3441,3441,3418,561,493,3441,1862,1579,117.9,493,241,252,95.6,3891,3593,298,3593,1942,1178,9,0,0,0,0,319,14,145,100,0,46,0,14,0,0,0,0,0,145,298,0,0,72,114,0,0,3891,2240,1245,76,418,18,353,3891,713,132,26,67,488,3178,1604,1156,9,319,0,0,90,0,90,2431,2968,1657,1311,ACS_Demographic_DC_CensusTract_76,,{AA370709-F137-4311-8B25-756A7292D9AE},005004,0,0
70,72.01,781457,312419,11001007201,"Census Tract 72.01; District of Columbia; District of Columbia",2417,1237,1180,104.8,0,0,0,30,232,1289,624,162,26,44,10,0,0,31.9,0,2417,2417,2387,32,10,2417,1237,1180,104.8,10,10,0,0,2417,2334,83,2334,1767,364,0,0,0,0,0,203,24,55,15,0,50,39,20,0,0,0,0,0,0,83,40,0,15,26,0,2,2417,1848,406,0,218,0,28,2417,148,48,81,0,19,2269,1669,364,0,188,0,0,48,0,48,2024,2288,1167,1121,ACS_Demographic_DC_CensusTract_77,,{F15E2E45-1DD8-4658-B12A-5BEDEC9561F6},007201,0,0
71,58.02,682488,0,11001005802,"Census Tract 58.02; District of Columbia; District of Columbia",2027,1220,807,151.2,13,14,0,0,143,465,368,471,175,201,82,95,0,45.4,27,2000,2000,2000,275,177,2000,1207,793,152.2,177,85,92,92.4,2027,1820,207,1820,1294,207,0,0,0,0,0,290,100,25,0,32,99,13,21,0,0,0,0,0,29,207,0,34,0,160,0,0,2027,1501,207,47,303,0,189,2027,311,34,0,50,227,1716,1154,207,0,290,0,14,51,19,32,1704,1720,1057,663,ACS_Demographic_DC_CensusTract_78,,{399354B9-B412-4E8B-B4E0-73D910AEA6A6},005802,0,0
72,47.03,124124,0,11001004703,"Census Tract 47.03; District of Columbia; District of Columbia",3069,1547,1522,101.6,0,104,74,93,345,1202,677,232,173,37,103,26,3,30.7,178,2891,2891,2762,169,132,2891,1401,1490,94,132,41,91,45.1,3069,2793,276,2793,1417,621,0,0,0,0,0,679,186,446,14,0,0,15,18,0,0,0,0,0,76,276,42,0,110,97,0,27,3069,1666,690,0,789,0,200,3069,252,16,18,0,218,2817,1318,621,0,679,0,20,179,27,152,2306,2276,1061,1215,ACS_Demographic_DC_CensusTract_79,,{1C0B566B-36AA-4A53-84C0-2759DA5D3592},004703,0,0
73,47.04,198509,0,11001004704,"Census Tract 47.04; District of Columbia; District of Columbia",1226,580,646,89.8,72,21,53,56,242,217,267,28,1,104,143,0,22,33.8,202,1080,1024,932,234,165,1024,559,465,120.2,165,42,123,34.1,1226,1153,73,1153,125,1027,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,28,45,0,1226,153,1072,45,1,0,28,1226,58,30,0,0,28,1168,95,1027,0,1,0,0,45,0,45,825,996,559,437,ACS_Demographic_DC_CensusTract_80,,{96AA275E-279A-404B-BDF2-48FE60FC7170},004704,0,0
74,106.03,464270,0,11001010603,"Census Tract 106.03; District of Columbia; District of Columbia",2709,922,1787,51.6,2,0,0,0,641,1377,360,65,54,87,88,27,8,28.2,2,2707,2707,2707,154,123,2707,922,1785,51.7,123,65,58,112.1,2709,2549,160,2549,1970,472,0,0,0,0,0,107,0,82,25,0,0,0,0,0,0,0,0,0,0,160,21,13,21,71,0,0,2709,2130,527,13,162,0,71,2709,216,37,63,0,116,2493,1812,472,0,107,0,0,102,13,89,2055,2590,865,1725,ACS_Demographic_DC_CensusTract_81,,{42DA0336-396E-4ABF-84DB-4C8E5822D57B},010603,0,0
75,106.01,224811,0,11001010601,"Census Tract 106.01; District of Columbia; District of Columbia",1858,720,1138,63.3,44,0,0,0,196,1185,170,169,32,60,1,0,1,30.4,44,1814,1814,1814,47,2,1814,676,1138,59.4,2,1,1,100,1858,1691,167,1691,1121,440,0,0,0,0,0,62,0,29,0,0,18,15,0,0,0,0,0,0,68,167,29,0,48,65,0,0,1858,1288,494,0,135,0,158,1858,189,26,28,0,135,1669,1065,440,0,62,0,25,77,0,77,1395,1718,646,1072,ACS_Demographic_DC_CensusTract_82,,{695B406A-4BDF-4FCA-8E99-19B261E05CCB},010601,0,0
76,110.02,498122,367023,11001011002,"Census Tract 110.02; District of Columbia; District of Columbia",1564,654,910,71.9,39,0,0,0,55,259,166,315,140,143,218,150,79,52,39,1525,1525,1524,488,447,1525,615,910,67.6,447,99,348,28.4,1564,1427,137,1427,1027,288,0,0,0,0,0,101,0,42,11,8,0,0,40,0,0,0,0,0,11,137,69,0,12,31,0,0,1564,1139,357,0,138,0,67,1564,67,11,3,0,53,1497,973,288,0,101,0,11,124,48,76,1343,1455,556,899,ACS_Demographic_DC_CensusTract_83,,{5C53EAEC-BBE1-4D48-8A30-7CB418C8700B},011002,0,0
77,102.01,174884,0,11001010201,"Census Tract 102.01; District of Columbia; District of Columbia",2837,1691,1146,147.6,46,69,187,1,213,1051,585,175,164,76,130,140,0,33.6,302,2535,2535,2534,307,270,2535,1455,1080,134.7,270,146,124,117.7,2837,2519,318,2519,1509,862,25,0,0,0,0,123,21,32,17,15,38,0,0,0,0,0,0,0,0,318,0,0,35,233,0,0,2837,1800,903,48,185,9,233,2837,266,111,13,98,44,2571,1317,849,0,123,0,0,282,215,67,2353,2440,1410,1030,ACS_Demographic_DC_CensusTract_84,,{6B1B1205-4F5A-4320-8639-2E9CDDC52BA6},010201,0,0
78,110.01,152450,0,11001011001,"Census Tract 110.01; District of Columbia; District of Columbia",2607,982,1625,60.4,205,51,99,24,87,765,309,358,155,232,142,84,96,36.2,379,2238,2228,2228,526,322,2228,843,1385,60.9,322,105,217,48.4,2607,2539,68,2539,1441,980,0,0,0,0,0,118,5,0,0,0,113,0,0,0,0,0,0,0,0,68,0,24,18,0,0,0,2607,1509,1006,24,162,0,0,2607,491,0,48,1,442,2116,1040,980,0,28,0,0,68,0,68,1580,2223,843,1380,ACS_Demographic_DC_CensusTract_85,,{FB78AF82-58D6-48AF-801E-05431B114961},011001,0,0
79,72.03,384178,0,11001007203,"Census Tract 72.03; District of Columbia; District of Columbia",2951,1317,1634,80.6,202,117,0,12,69,1199,683,218,129,90,124,94,14,34.1,331,2632,2620,2612,322,232,2620,1134,1486,76.3,232,127,105,121,2951,2784,167,2784,2054,596,18,0,0,0,0,116,68,40,0,0,0,0,8,0,0,0,0,0,0,167,47,8,30,65,0,0,2951,2221,660,43,146,0,65,2951,97,60,19,18,0,2854,2054,582,0,116,0,0,102,0,102,2044,2572,1086,1486,ACS_Demographic_DC_CensusTract_86,,{5FE8B596-01B2-4B79-9D48-8C87CD4B6262},007203,0,0
80,37.02,119532,0,11001003702,"Census Tract 37.02; District of Columbia; District of Columbia",2953,1066,1887,56.5,349,172,107,42,129,981,664,257,75,79,44,54,0,31.3,662,2307,2291,2249,114,98,2291,887,1404,63.2,98,33,65,50.8,2953,2852,101,2852,1164,1462,0,0,0,0,0,158,68,0,0,18,44,0,28,0,0,0,0,0,68,101,36,0,28,0,0,30,2953,1235,1535,0,186,0,105,2953,254,0,37,73,144,2699,1038,1439,0,158,0,0,64,0,64,1637,2237,872,1365,ACS_Demographic_DC_CensusTract_56,,{C876D3A7-229B-47EC-95BD-0338694E59D8},003702,0,0
81,95.10,841510,0,11001009510,"Census Tract 95.10; District of Columbia; District of Columbia",4918,2329,2589,90,601,436,419,260,268,779,525,620,216,289,278,171,56,31.8,1572,3413,3346,3162,775,505,3346,1427,1919,74.4,505,93,412,22.6,4918,4450,468,4450,372,2976,60,0,0,0,0,30,0,1,22,0,0,0,7,0,0,0,0,0,1012,468,281,0,21,146,0,0,4918,829,3277,80,60,9,1169,4918,1340,350,78,0,912,3578,328,2976,0,30,0,0,244,0,244,2026,2487,955,1532,ACS_Demographic_DC_CensusTract_87,,{87A091CC-13F3-4C11-A123-20AF04BE444E},009510,0,0
82,95.11,719468,0,11001009511,"Census Tract 95.11; District of Columbia; District of Columbia",1211,549,662,82.9,0,0,0,639,381,52,7,0,51,11,55,0,15,19.9,10,1211,1201,314,81,70,1201,547,654,83.6,70,37,33,112.1,1211,1134,77,1134,839,157,3,0,0,0,0,110,34,30,30,0,5,6,5,0,0,0,0,0,25,77,12,0,15,42,0,0,1211,916,172,3,128,5,67,1211,179,30,21,17,111,1032,741,144,3,110,0,0,34,4,30,0,1095,485,610,ACS_Demographic_DC_CensusTract_88,,{F35DDE5A-7F60-4D6A-A94B-A39BA9A1C985},009511,0,0
83,6,1441865,71,11001000600,"Census Tract 6; District of Columbia; District of Columbia",4548,1874,2674,70.1,180,299,214,258,47,723,441,831,433,240,467,302,113,46.8,934,3805,3614,3597,936,882,3614,1562,2052,76.1,882,391,491,79.6,4548,4397,151,4397,3795,397,0,0,0,0,0,58,15,24,0,0,13,0,6,0,0,0,0,0,147,151,0,0,61,40,22,0,4548,3924,447,50,119,0,187,4548,392,51,0,84,257,4156,3582,397,0,58,0,58,61,0,61,2290,3429,1528,1901,ACS_Demographic_DC_CensusTract_89,,{27B425DB-3A9D-463E-B60F-62D767BCC774},000600,0,0
84,8.04,2566768,167978,11001000804,"Census Tract 8.04; District of Columbia; District of Columbia",3674,1743,1931,90.3,275,288,286,400,133,260,458,467,236,246,425,179,21,39,949,2810,2725,2328,840,625,2725,1291,1434,90,625,306,319,95.9,3674,3521,153,3521,3071,238,0,0,0,0,0,156,80,16,40,8,1,0,11,0,0,0,0,0,56,153,47,0,31,75,0,0,3674,3224,285,0,187,0,131,3674,111,3,3,1,104,3563,3003,238,0,156,0,52,114,36,78,1353,2501,1196,1305,ACS_Demographic_DC_CensusTract_42,,{0B2BB1C1-896C-41FB-948E-B6CB9F8CE98B},000804,0,0
