OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,DP05_0090E,DP05_0091E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
178,68.02,280108,0,11001006802,"Census Tract 68.02; District of Columbia; District of Columbia",2158,1013,1145,88.5,210,43,54,31,135,391,636,197,110,70,141,108,32,35.7,328,1851,1830,1820,307,281,1830,812,1018,79.8,281,107,174,61.5,2158,2094,64,2094,1260,778,0,0,0,0,0,27,7,0,3,0,9,0,8,0,0,0,0,0,29,64,0,7,57,0,0,0,2158,1324,778,7,84,0,29,2158,108,43,0,0,65,2050,1181,778,0,27,0,0,64,0,64,1119,1810,792,1018,ACS_Demographic_DC_CensusTract_183,,{120318B3-21C3-4974-A663-C7BEEFC16E96},006802,0,0
179,78.04,838428,5705,11001007804,"Census Tract 78.04; District of Columbia; District of Columbia",4201,2071,2130,97.2,311,354,691,450,150,671,405,241,208,86,339,205,90,30.2,1608,2786,2593,2395,673,634,2593,945,1648,57.3,634,214,420,51,4201,3995,206,3995,102,3871,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,15,206,136,0,0,63,0,0,4201,301,4014,0,7,7,78,4201,78,0,0,0,78,4123,102,3871,0,7,0,0,143,0,143,1839,2580,945,1635,ACS_Demographic_DC_CensusTract_146,,{9B98309B-DF32-4C79-8B72-A4EEEFDEAA3F},007804,0,0
180,88.03,1168294,0,11001008803,"Census Tract 88.03; District of Columbia; District of Columbia",3784,2069,1715,120.6,64,151,146,270,406,1281,554,498,103,161,118,32,0,32.1,429,3386,3355,3068,222,150,3355,1874,1481,126.5,150,120,30,400,3784,3581,203,3581,972,2188,2,0,0,0,0,139,16,18,60,0,21,24,0,0,0,0,0,0,280,203,21,15,16,43,15,8,3784,1104,2280,41,220,11,368,3784,501,189,96,0,216,3283,864,2151,0,136,0,20,112,10,102,1983,3212,1758,1454,ACS_Demographic_DC_CensusTract_147,,{54B496FD-C1DA-4F64-904E-18F2FE274FBE},008803,0,0
181,88.04,778052,0,11001008804,"Census Tract 88.04; District of Columbia; District of Columbia",3063,1294,1769,73.1,201,31,220,292,114,573,1004,238,192,80,94,24,0,35.9,583,2576,2480,2310,136,118,2480,1095,1385,79.1,118,26,92,28.3,3063,2882,181,2882,789,1799,254,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,15,181,13,9,2,39,9,0,3063,902,1874,358,30,30,103,3063,811,237,0,16,558,2252,270,1799,60,25,0,0,98,5,93,1901,1987,978,1009,ACS_Demographic_DC_CensusTract_148,,{B2E50D00-0370-4842-9E4E-67098DB84082},008804,0,0
182,78.09,535254,0,11001007809,"Census Tract 78.09; District of Columbia; District of Columbia",3236,1548,1688,91.7,416,367,117,237,394,381,359,318,143,162,213,129,0,27.4,1062,2252,2174,2099,441,342,2174,801,1373,58.3,342,93,249,37.3,3236,3028,208,3028,69,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,208,58,0,6,0,119,8,3236,150,3031,119,6,0,155,3236,161,0,0,0,161,3075,69,2798,0,0,0,0,208,8,200,1394,2089,776,1313,ACS_Demographic_DC_CensusTract_186,,{8466DE4A-7A98-4AC2-8DD1-493D37E78CA2},007809,0,0
183,79.03,247945,0,11001007903,"Census Tract 79.03; District of Columbia; District of Columbia",1739,886,853,103.9,78,78,112,42,109,325,407,214,109,89,123,21,32,37.3,306,1464,1433,1429,265,176,1433,681,752,90.6,176,103,73,141.1,1739,1564,175,1564,468,1022,32,0,0,0,8,32,0,13,0,7,12,0,0,0,0,0,0,0,10,175,59,0,22,16,11,0,1739,626,1153,110,54,0,32,1739,93,17,10,0,66,1646,431,1022,8,32,0,0,153,0,153,894,1372,630,742,ACS_Demographic_DC_CensusTract_187,,{F883D230-2DF5-46CE-A0EA-427BF2D824A6},007903,0,0
184,80.01,322795,0,11001008001,"Census Tract 80.01; District of Columbia; District of Columbia",3064,1667,1397,119.3,306,150,157,24,130,589,719,568,202,42,67,110,0,38.3,613,2451,2451,2427,206,177,2451,1324,1127,117.5,177,34,143,23.8,3064,2913,151,2913,2087,680,0,0,0,0,0,89,25,56,0,0,0,0,8,16,0,0,0,16,41,151,0,2,129,13,7,0,3064,2231,687,9,218,16,54,3064,184,23,42,14,105,2880,1950,680,0,89,16,0,145,7,138,1589,2262,1199,1063,ACS_Demographic_DC_CensusTract_188,,{3CD2BBCD-8403-44FD-A8B5-7160AA314861},008001,0,0
185,94,1582882,0,11001009400,"Census Tract 94; District of Columbia; District of Columbia",4889,2247,2642,85,419,269,317,141,108,647,999,441,266,283,707,200,92,39,1098,3865,3791,3709,1191,999,3791,1764,2027,87,999,378,621,60.9,4889,4607,282,4607,1236,3113,21,0,0,0,0,92,36,47,0,0,8,0,1,0,0,0,0,0,145,282,10,0,70,42,0,106,4889,1387,3283,21,196,0,313,4889,192,24,52,0,116,4697,1201,3089,21,92,0,123,171,67,104,1892,3726,1720,2006,ACS_Demographic_DC_CensusTract_189,,{F242C40F-996A-4E25-BAAD-A2621E4B3295},009400,0,0
186,95.03,1423609,0,11001009503,"Census Tract 95.03; District of Columbia; District of Columbia",3058,1504,1554,96.8,190,393,131,112,181,306,514,218,99,216,407,222,69,38,743,2344,2315,2218,806,698,2315,1179,1136,103.8,698,319,379,84.2,3058,2996,62,2996,701,2186,8,0,0,0,0,68,11,35,0,0,0,0,22,0,0,0,0,0,33,62,0,0,28,22,0,0,3058,763,2198,20,96,0,55,3058,98,78,0,0,20,2960,666,2186,0,68,0,0,40,0,40,1252,2245,1113,1132,ACS_Demographic_DC_CensusTract_190,,{21F14286-85DA-4DD6-8639-B821D28B8FC9},009503,0,0
187,95.04,1033168,0,11001009504,"Census Tract 95.04; District of Columbia; District of Columbia",3200,1310,1890,69.3,160,75,119,38,185,496,573,179,234,322,388,256,175,44,380,2824,2820,2760,1064,819,2820,1145,1675,68.4,819,185,634,29.2,3200,3113,87,3113,986,1563,0,0,0,0,0,347,73,0,4,27,243,0,0,0,0,0,0,0,217,87,0,0,53,0,0,25,3200,1039,1588,0,409,0,251,3200,213,15,40,0,158,2987,962,1563,0,347,0,62,53,0,53,1259,2518,1027,1491,ACS_Demographic_DC_CensusTract_191,,{3378A682-707A-4A77-BCB6-E364504D413A},009504,0,0
188,95.05,1033208,0,11001009505,"Census Tract 95.05; District of Columbia; District of Columbia",4286,1910,2376,80.4,14,281,427,258,113,1045,559,548,307,148,239,160,187,35.1,936,3405,3350,3306,635,586,3350,1294,2056,62.9,586,167,419,39.9,4286,4150,136,4150,446,3614,0,0,0,0,0,70,0,9,0,0,10,34,17,0,0,0,0,0,20,136,79,0,0,0,36,0,4286,525,3750,36,91,0,20,4286,53,20,20,0,13,4233,433,3594,0,70,0,0,136,0,136,1991,3252,1294,1958,ACS_Demographic_DC_CensusTract_192,,{F27E0DE2-D249-4AAD-9C03-B7AA97CE3AD9},009505,0,0
189,99.07,466954,0,11001009907,"Census Tract 99.07; District of Columbia; District of Columbia",2472,1343,1129,119,109,205,276,255,133,423,447,134,134,104,154,98,0,27.4,762,1781,1710,1627,344,252,1710,898,812,110.6,252,146,106,137.7,2472,2446,26,2446,48,2381,9,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,2,26,26,0,0,0,0,0,2472,74,2407,9,6,0,2,2472,233,0,0,0,233,2239,48,2176,9,6,0,0,0,0,0,1108,1686,889,797,ACS_Demographic_DC_CensusTract_193,,{A16DE1CC-24B3-44D6-B352-585A903A0926},009907,0,0
190,25.01,543460,0,11001002501,"Census Tract 25.01; District of Columbia; District of Columbia",2981,1585,1396,113.5,292,323,82,102,34,382,847,366,113,106,154,98,82,39.4,765,2282,2216,2182,396,334,2216,1152,1064,108.3,334,139,195,71.3,2981,2644,337,2644,1095,1084,0,0,0,0,0,37,19,17,1,0,0,0,0,13,0,0,0,13,415,337,40,0,22,198,13,0,2981,1419,1201,77,59,26,613,2981,561,0,0,0,561,2420,1079,1084,0,37,13,0,207,68,139,1096,1860,999,861,ACS_Demographic_DC_CensusTract_194,,{090248A2-AD32-47D9-B30B-DDD298EF4BF1},002501,0,0
191,23.02,2010924,5298,11001002302,"Census Tract 23.02; District of Columbia; District of Columbia",1602,1061,541,196.1,26,39,100,93,130,159,171,162,71,63,136,105,347,51,192,1418,1410,1333,633,588,1410,903,507,178.1,588,525,63,833.3,1602,1486,116,1486,576,817,0,0,0,0,0,59,0,23,35,0,0,1,0,0,0,0,0,0,34,116,33,0,8,22,0,0,1602,692,868,53,67,0,91,1602,91,69,0,0,22,1511,576,817,0,59,0,0,59,0,59,1165,1320,869,451,ACS_Demographic_DC_CensusTract_195,,{9E7ED1DF-7B79-46BF-A7C3-0068FDD2B9CA},002302,0,0
192,24,556408,0,11001002400,"Census Tract 24; District of Columbia; District of Columbia",3857,1973,1884,104.7,205,142,121,152,77,827,658,551,413,254,310,72,75,39.4,578,3378,3279,3206,596,457,3279,1795,1484,121,457,119,338,35.2,3857,3241,616,3241,1540,1429,0,0,0,0,0,131,20,50,10,0,21,19,11,0,0,0,0,0,141,616,22,0,66,32,14,71,3857,2071,1601,343,214,0,655,3857,986,27,101,0,858,2871,1179,1408,0,131,0,24,129,10,119,1613,2897,1565,1332,ACS_Demographic_DC_CensusTract_196,,{24AF2E41-F48C-4FCC-A07E-0E6117B38C0C},002400,0,0
193,70,439473,0,11001007000,"Census Tract 70; District of Columbia; District of Columbia",2474,1303,1171,111.3,207,134,54,88,257,406,583,273,129,38,218,75,12,36.4,423,2062,2051,1915,336,305,2051,1096,955,114.8,305,147,158,93,2474,2310,164,2310,1923,209,0,0,0,0,0,166,4,0,94,0,18,9,41,0,0,0,0,0,12,164,30,31,38,54,0,0,2474,2087,239,31,204,11,66,2474,184,75,21,0,88,2290,1781,208,0,166,0,0,135,25,110,1249,2003,1080,923,ACS_Demographic_DC_CensusTract_197,,{8A2EE51A-48A1-426E-9A1B-2D6E28D3EDF0},007000,0,0
194,71,602223,149901,11001007100,"Census Tract 71; District of Columbia; District of Columbia",3438,1897,1541,123.1,112,115,206,496,136,870,471,348,126,251,184,80,43,32.9,591,2989,2847,2509,438,307,2847,1550,1297,119.5,307,144,163,88.3,3438,3294,144,3294,1340,1796,0,0,0,0,0,123,25,18,12,40,0,0,28,0,0,0,0,0,35,144,22,0,11,46,0,25,3438,1433,1857,26,160,0,120,3438,355,112,62,21,160,3083,1101,1746,0,123,0,0,113,54,59,1623,2654,1440,1214,ACS_Demographic_DC_CensusTract_198,,{A7C89DB5-6F8C-4082-BBA7-FD07BF2DFB48},007100,0,0
195,69,398513,0,11001006900,"Census Tract 69; District of Columbia; District of Columbia",2684,1333,1351,98.7,232,103,60,198,71,849,500,235,171,102,113,48,2,32,573,2289,2111,2089,240,163,2111,1122,989,113.4,163,85,78,109,2684,2607,77,2607,2075,317,0,0,0,0,0,177,50,68,0,4,55,0,0,0,0,0,0,0,38,77,0,10,20,47,0,0,2684,2152,317,10,197,0,85,2684,100,55,0,0,45,2584,2075,317,0,147,0,25,20,0,20,1378,2089,1118,971,ACS_Demographic_DC_CensusTract_199,,{2A5440CF-6162-4264-A1F8-5853D91BEEC6},006900,0,0
196,95.07,295290,0,11001009507,"Census Tract 95.07; District of Columbia; District of Columbia",1650,751,899,83.5,181,80,141,23,41,292,205,227,114,80,57,176,33,37.8,409,1248,1241,1225,298,266,1241,577,664,86.9,266,48,218,22,1650,1537,113,1537,156,1217,0,0,0,0,0,17,0,0,6,0,0,0,11,0,0,0,0,0,147,113,24,4,0,0,14,71,1650,184,1326,18,17,0,218,1650,236,0,36,0,200,1414,156,1199,0,17,0,0,42,0,42,631,1197,550,647,ACS_Demographic_DC_CensusTract_200,,{47A6F10F-E00A-41CD-AEE7-0C7BB0D319DF},009507,0,0
197,95.08,962212,0,11001009508,"Census Tract 95.08; District of Columbia; District of Columbia",3908,1630,2278,71.6,182,213,207,342,63,906,567,408,123,182,312,244,159,36.3,927,3255,2981,2947,804,715,2981,1268,1713,74,715,157,558,28.1,3908,3568,340,3568,234,2973,0,0,0,0,0,83,0,29,21,0,0,0,33,0,0,0,0,0,278,340,94,0,5,80,17,41,3908,438,3201,53,155,0,426,3908,434,2,1,0,431,3474,186,2971,0,83,0,19,215,23,192,2095,2796,1189,1607,ACS_Demographic_DC_CensusTract_201,,{63E9DB30-2B8B-4E6E-9FA8-FE49B40EBC9F},009508,0,0
198,95.09,648848,0,11001009509,"Census Tract 95.09; District of Columbia; District of Columbia",3148,1409,1739,81,310,122,105,56,129,608,482,380,154,239,181,255,127,38.2,593,2597,2555,2555,684,563,2555,1039,1516,68.5,563,169,394,42.9,3148,3071,77,3071,553,2142,12,0,0,0,0,134,63,36,0,22,0,13,0,12,0,12,0,0,218,77,15,0,22,13,0,27,3148,603,2184,12,156,12,258,3148,340,13,0,0,327,2808,553,2142,0,48,0,50,15,0,15,1384,2414,960,1454,ACS_Demographic_DC_CensusTract_202,,{B736FD75-BE78-49A6-BBBD-D57ED7AB62BD},009509,0,0
199,97,403051,3427,11001009700,"Census Tract 97; District of Columbia; District of Columbia",3830,1895,1935,97.9,379,341,214,178,331,430,253,599,170,222,359,70,284,38.6,949,2896,2881,2687,909,713,2881,1291,1590,81.2,713,484,229,211.4,3830,3830,0,3830,43,3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830,43,3787,0,0,0,0,3830,81,0,0,0,81,3749,43,3706,0,0,0,0,0,0,0,1925,2881,1291,1590,ACS_Demographic_DC_CensusTract_203,,{9E386AF0-9B61-474E-AE86-593CF69F4BCD},009700,0,0
200,98.01,431384,7884,11001009801,"Census Tract 98.01; District of Columbia; District of Columbia",1814,570,1244,45.8,123,128,96,132,94,191,145,162,87,84,487,59,26,44.8,427,1442,1387,1307,635,572,1387,403,984,41,572,99,473,20.9,1814,1769,45,1769,49,1675,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,1814,94,1720,45,0,0,0,1814,83,42,22,0,19,1731,30,1634,22,0,0,0,45,0,45,1216,1379,403,976,ACS_Demographic_DC_CensusTract_204,,{3A34D3F9-705C-4DA6-8904-921C4513B9D4},009801,0,0
201,28.01,171910,0,11001002801,"Census Tract 28.01; District of Columbia; District of Columbia",3818,1865,1953,95.5,377,151,237,149,220,1354,553,401,127,80,136,25,8,28.6,898,3053,2920,2833,208,169,2920,1275,1645,77.5,169,59,110,53.6,3818,3427,391,3427,1663,874,0,0,0,0,0,311,14,23,29,16,0,170,59,0,0,0,0,0,579,391,39,0,0,199,75,16,3818,1938,1041,112,336,1,824,3818,1435,188,96,50,1101,2383,1077,782,0,295,0,45,184,38,146,1857,2407,1089,1318,ACS_Demographic_DC_CensusTract_205,,{D8FC4A05-5038-4E50-BB99-D358D50261FB},002801,0,0
202,28.02,229696,0,11001002802,"Census Tract 28.02; District of Columbia; District of Columbia",5415,2412,3003,80.3,536,32,417,274,217,2014,723,321,167,217,280,191,26,31.3,1229,4270,4186,4156,616,497,4186,1831,2355,77.7,497,143,354,40.4,5415,4806,609,4806,2164,964,72,0,0,0,0,427,71,0,47,0,11,298,0,0,0,0,0,0,1179,609,46,0,78,444,0,0,5415,2732,1043,72,546,0,1631,5415,2491,851,16,124,1500,2924,1362,923,0,427,0,47,165,8,157,2815,2915,1244,1671,ACS_Demographic_DC_CensusTract_206,,{93906D78-A4C9-4CCF-B409-1F8B3F8398A6},002802,0,0
203,108,661580,0,11001010800,"Census Tract 108; District of Columbia; District of Columbia",4083,1814,2269,79.9,5,14,0,1771,1464,465,142,77,103,13,29,0,0,20.4,41,4064,4042,1700,29,29,4042,1801,2241,80.4,29,11,18,61.1,4083,3829,254,3829,2456,454,46,29,0,0,0,774,113,329,10,7,97,30,188,6,0,6,0,0,93,254,22,14,70,120,0,3,4083,2691,484,76,848,6,241,4083,474,73,44,28,329,3609,2215,422,37,770,6,33,126,28,98,1366,3322,1409,1913,ACS_Demographic_DC_CensusTract_153,,{6BAD767B-A9CF-4AF4-8351-9F805735F139},010800,0,0
204,11,1676650,0,11001001100,"Census Tract 11; District of Columbia; District of Columbia",4727,2073,2654,78.1,146,351,251,151,411,337,553,501,285,494,574,545,128,48.5,835,3966,3892,3796,1625,1247,3892,1699,2193,77.5,1247,525,722,72.7,4727,4354,373,4354,3422,568,0,0,0,0,0,260,75,126,0,0,0,0,59,14,0,14,0,0,90,373,95,14,85,177,0,0,4727,3795,663,14,347,14,269,4727,339,39,0,63,237,4388,3300,568,0,260,14,52,194,0,194,2356,3675,1620,2055,ACS_Demographic_DC_CensusTract_166,,{6F943285-B22F-455E-BD38-126BDDF916D7},001100,0,0
205,74.08,372349,0,11001007408,"Census Tract 74.08; District of Columbia; District of Columbia",4035,1726,2309,74.8,697,712,270,107,103,760,354,275,264,163,180,150,0,26.8,1749,2356,2286,2247,364,330,2286,1096,1190,92.1,330,88,242,36.4,4035,3999,36,3999,56,3823,57,57,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,46,36,36,0,0,0,0,0,4035,92,3859,57,17,0,46,4035,65,19,16,0,30,3970,56,3804,57,17,0,0,36,0,36,1640,2264,1074,1190,ACS_Demographic_DC_CensusTract_184,,{E7796C89-B8D1-4D23-B6EE-6DFFBCC7ED07},007408,0,0
206,74.09,404873,5767,11001007409,"Census Tract 74.09; District of Columbia; District of Columbia",3718,1273,2445,52.1,244,367,366,123,141,566,650,279,209,279,256,178,60,35.3,1060,2682,2658,2618,686,494,2658,974,1684,57.8,494,142,352,40.3,3718,3331,387,3331,12,3255,0,0,0,0,0,64,0,0,36,0,28,0,0,0,0,0,0,0,0,387,35,0,0,0,352,0,3718,47,3642,352,64,0,0,3718,0,0,0,0,0,3718,12,3255,0,64,0,0,387,0,387,1835,2597,934,1663,ACS_Demographic_DC_CensusTract_185,,{D5588B7D-1F77-415B-AB63-084DCE5F7EE8},007409,0,0
