OBJECTID,CITY_NAME,STATE_CITY,CAPITAL,WEB_URL,AREAKM,AREAMILES,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
1,Washington,1150000,Y,http://www.dc.gov,177.47,68.52,DCBndyPly_1,{ED39E1E0-B1E5-4B42-BE73-1C737B39E5CA},,,,,0,0
