OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP02_0001E,DP02_0002E,DP02_0003E,DP02_0004E,DP02_0005E,DP02_0006E,DP02_0007E,DP02_0008E,DP02_0009E,DP02_0010E,DP02_0011E,DP02_0012E,DP02_0013E,DP02_0014E,DP02_0015E,DP02_0016E,DP02_0017E,DP02_0018E,DP02_0019E,DP02_0020E,DP02_0021E,DP02_0022E,DP02_0023E,DP02_0024E,DP02_0025E,DP02_0026E,DP02_0027E,DP02_0028E,DP02_0029E,DP02_0030E,DP02_0031E,DP02_0032E,DP02_0033E,DP02_0034E,DP02_0035E,DP02_0036E,DP02_0037E,DP02_0038E,DP02_0039E,DP02_0040E,DP02_0041E,DP02_0042E,DP02_0043E,DP02_0044E,DP02_0045E,DP02_0046E,DP02_0047E,DP02_0048E,DP02_0049E,DP02_0050E,DP02_0051E,DP02_0052E,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0069E,DP02_0070E,DP02_0071E,DP02_0072E,DP02_0073E,DP02_0074E,DP02_0075E,DP02_0076E,DP02_0077E,DP02_0078E,DP02_0079E,DP02_0080E,DP02_0081E,DP02_0082E,DP02_0083E,DP02_0084E,DP02_0085E,DP02_0086E,DP02_0087E,DP02_0088E,DP02_0089E,DP02_0090E,DP02_0091E,DP02_0092E,DP02_0093E,DP02_0094E,DP02_0095E,DP02_0096E,DP02_0097E,DP02_0098E,DP02_0099E,DP02_0100E,DP02_0101E,DP02_0102E,DP02_0103E,DP02_0104E,DP02_0105E,DP02_0106E,DP02_0107E,DP02_0108E,DP02_0109E,DP02_0110E,DP02_0111E,DP02_0112E,DP02_0113E,DP02_0114E,DP02_0115E,DP02_0116E,DP02_0117E,DP02_0118E,DP02_0119E,DP02_0120E,DP02_0121E,DP02_0122E,DP02_0123E,DP02_0124E,DP02_0125E,DP02_0126E,DP02_0127E,DP02_0128E,DP02_0129E,DP02_0130E,DP02_0131E,DP02_0132E,DP02_0133E,DP02_0134E,DP02_0135E,DP02_0136E,DP02_0137E,DP02_0138E,DP02_0139E,DP02_0140E,DP02_0141E,DP02_0142E,DP02_0143E,DP02_0144E,DP02_0145E,DP02_0146E,DP02_0147E,DP02_0148E,DP02_0149E,DP02_0150E,DP02_0151E,DP02_0152E,DP02_0153E,DP02_0154E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
144,88.03,1168294,0,11001008803,"Census Tract 88.03; District of Columbia; District of Columbia",1627,136,73,355,0,456,17,329,39,680,123,415,23,222,90,1.7,2.85,2763,1627,111,277,531,72,145,1893,1486,204,80,0,123,1530,1254,124,50,0,102,18,13,10,13,0,14,15,23,0,0,0,0,0,0,0,0,999,0,19,239,107,634,2747,73,127,932,397,60,608,550,2547,1158,3341,51,3677,654,419,11,3108,613,150,30,3780,2474,1306,1280,577,703,0,703,26,3784,3365,3233,1370,1863,132,419,419,276,143,551,132,19,113,419,69,350,419,40,82,158,0,134,5,3720,2920,800,258,464,126,90,1,102,37,144,94,3784,156,28,0,0,0,92,24,35,240,40,9,168,91,11,18,39,0,16,38,28,3,293,16,0,0,12,36,1627,1569,1304,ACS_Social_DC_CensusTract_147,,{53D320DF-223D-41FC-9687-E2364B9F5E03},008803,0,0
145,88.04,778052,0,11001008804,"Census Tract 88.04; District of Columbia; District of Columbia",1569,307,218,93,0,442,139,236,11,727,17,634,79,374,113,1.94,3.32,3043,1569,351,80,858,129,56,1130,499,466,57,7,101,1481,1039,334,0,45,63,36,0,0,28,0,0,52,0,0,0,0,0,0,0,0,0,712,97,0,251,234,130,2205,173,62,684,262,134,320,570,1970,890,2480,96,3063,320,583,0,2362,255,118,65,2995,2546,449,436,362,74,0,74,13,3063,2193,2151,1031,1120,42,870,870,281,589,912,42,17,25,870,270,600,870,19,0,460,0,377,14,2862,1655,1207,458,651,336,87,0,0,0,469,122,3063,6,6,0,0,7,81,17,0,79,0,0,101,57,0,8,0,0,0,0,26,0,457,0,0,0,0,23,1569,1504,1300,ACS_Social_DC_CensusTract_148,,{0EDAA113-3637-4A17-8466-92A3E02F26AA},008804,0,0
146,89.03,305651,0,11001008903,"Census Tract 89.03; District of Columbia; District of Columbia",1781,274,107,178,0,462,34,347,6,867,330,483,102,471,152,2.25,3.39,4006,1781,350,183,1278,26,388,1312,865,364,0,0,83,1562,816,412,67,57,210,17,0,0,15,0,25,0,0,0,0,0,0,0,0,0,0,1413,97,20,835,173,288,2502,52,217,320,490,209,735,479,2233,1214,2750,103,4006,462,1256,63,2608,307,142,92,3983,3246,737,715,506,209,0,209,22,4006,3651,3644,2062,1582,7,355,355,128,227,362,7,0,7,355,9,346,355,9,0,325,0,20,1,3778,3708,70,9,42,0,17,9,0,0,11,0,4006,19,11,0,0,13,55,20,0,72,0,0,139,67,0,0,29,0,0,0,10,0,213,11,0,0,0,28,1781,1659,1648,ACS_Social_DC_CensusTract_149,,{5122C93C-2E1A-4BA6-9FE4-6DF67E50F6DF},008903,0,0
147,89.04,449343,0,11001008904,"Census Tract 89.04; District of Columbia; District of Columbia",1970,369,212,59,22,641,0,303,32,901,224,437,80,567,281,2.02,2.86,3973,1970,281,55,1050,286,331,1596,895,376,78,0,247,1622,937,386,37,64,198,45,22,24,36,0,60,0,117,0,0,0,0,0,0,0,0,926,58,98,443,143,184,2846,137,232,638,717,56,650,416,2477,1066,3075,109,3973,471,898,20,2816,311,259,140,3951,3588,363,343,101,242,0,242,20,3973,3414,3350,2059,1291,64,559,559,212,347,623,64,31,33,559,179,380,559,0,89,267,0,203,0,3759,3008,751,201,339,63,135,0,37,22,240,116,3973,16,2,0,0,53,51,14,0,112,7,0,42,40,13,0,47,58,20,0,13,0,270,0,15,0,0,89,1970,1771,1567,ACS_Social_DC_CensusTract_150,,{00BC9ECF-8372-4F26-8634-19A208C4B95C},008904,0,0
148,88.02,468578,0,11001008802,"Census Tract 88.02; District of Columbia; District of Columbia",1891,511,166,94,9,511,0,398,55,775,93,366,76,387,333,2.39,3.33,4517,1891,479,114,827,685,521,1978,1198,630,0,54,96,1790,1055,464,97,41,133,40,0,0,29,0,0,79,138,84,0,0,0,84,84,75,19,962,66,124,424,168,180,3258,102,205,806,372,135,710,928,2951,1638,3656,119,4540,360,942,53,3251,240,347,67,4572,3840,732,710,489,221,0,221,22,4607,4048,4023,2213,1810,25,559,559,341,218,584,25,8,17,559,220,339,559,45,76,212,0,197,29,4380,3867,513,279,240,174,147,66,32,11,94,28,4607,38,0,0,12,21,159,13,0,224,0,13,170,87,0,19,73,0,29,0,66,13,143,0,0,0,0,33,1891,1799,1693,ACS_Social_DC_CensusTract_151,,{3D267C1F-1B8B-4C60-9446-B7B9A90E13EE},008802,0,0
149,98.10,398419,14058,11001009810,"Census Tract 98.10; District of Columbia; District of Columbia",1221,75,0,105,0,325,17,232,13,716,333,328,36,392,118,1.79,2.53,2184,1221,72,106,596,106,83,805,516,163,71,14,41,1062,858,119,0,12,73,57,57,78,69,0,80,64,33,0,0,0,0,0,0,0,0,561,0,0,264,203,94,1336,29,59,657,311,123,134,23,1248,157,1664,157,2226,334,562,42,1537,224,127,68,2226,2225,1,1,0,1,0,1,0,2226,2132,2132,1628,504,0,94,94,0,94,94,0,0,0,94,0,94,94,39,0,0,0,55,0,2131,2046,85,55,85,55,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,16,0,0,0,0,39,1221,1138,964,ACS_Social_DC_CensusTract_152,,{7D8A5B24-00DF-43E0-9CD7-6E2128522040},009810,0,0
150,108,661580,0,11001010800,"Census Tract 108; District of Columbia; District of Columbia",902,51,10,124,0,367,0,331,10,360,0,326,18,10,28,1.25,2.19,1132,902,47,90,19,26,48,1807,1713,80,0,0,14,2257,2094,100,29,9,25,17,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,3511,0,0,14,3,3494,829,0,24,39,81,57,143,485,805,628,4042,25,4083,288,41,4,4013,274,29,10,4078,1028,3050,2766,650,2116,0,2116,284,4083,3220,3106,197,2909,114,863,863,140,723,977,114,33,81,863,619,244,863,109,601,26,6,107,14,4078,2790,1288,153,418,34,263,12,544,102,63,5,4083,25,45,14,7,26,132,55,4,323,40,9,269,273,14,34,144,31,72,11,34,13,73,15,10,64,5,56,902,873,855,ACS_Social_DC_CensusTract_153,,{3F5BB614-BBEB-4959-876B-214A13044A29},010800,0,0
151,111,5718693,366232,11001011100,"Census Tract 111; District of Columbia; District of Columbia",1927,687,308,50,0,585,0,523,43,605,86,345,176,476,547,2.48,3.71,4775,1927,741,46,1483,469,109,2319,1246,840,33,35,165,1937,697,765,47,165,263,78,28,49,78,320,79,66,114,57,46,0,0,11,57,57,12,1036,170,143,492,98,133,3901,62,541,1150,491,212,740,705,3298,1445,4195,149,5091,1028,1109,47,3292,737,690,244,5231,4428,803,791,694,97,0,97,12,5308,4724,4683,3135,1548,41,584,584,385,199,625,41,0,41,584,94,490,584,38,61,171,0,314,0,4904,4047,857,220,628,166,119,15,24,8,86,31,5308,157,0,12,3,0,77,12,25,163,0,15,220,53,22,0,27,8,17,11,0,0,363,11,0,0,0,11,1927,1621,1602,ACS_Social_DC_CensusTract_154,,{F043DFDE-E099-4CF0-A110-C5783845DAB3},011100,0,0
152,90,1427114,31550,11001009000,"Census Tract 90; District of Columbia; District of Columbia",2289,279,139,174,0,692,0,504,380,1144,65,1015,543,204,1191,1.59,2.7,3637,2289,332,255,458,222,81,1362,685,325,24,34,294,1830,800,322,0,437,271,24,0,0,35,0,0,47,26,0,0,0,0,0,0,0,0,496,18,75,284,12,107,2899,126,212,650,625,90,546,650,2561,1196,3180,193,3637,972,457,0,2047,314,1133,658,3622,2969,653,653,467,186,0,186,0,3637,3479,3402,2038,1364,77,158,158,148,10,235,77,0,77,158,34,124,158,0,0,37,0,121,0,3569,3331,238,0,79,0,70,0,0,0,89,0,3637,72,46,0,0,19,148,0,0,29,0,0,10,0,0,0,0,0,0,0,118,0,42,0,0,0,0,124,2289,2073,1803,ACS_Social_DC_CensusTract_155,,{F0FE1A55-723E-4246-9FA3-F5D328F824D2},009000,0,0
153,91.02,1816287,0,11001009102,"Census Tract 91.02; District of Columbia; District of Columbia",1937,578,229,53,0,429,57,307,76,877,235,423,121,592,385,2.44,3.19,4723,1937,481,97,1318,621,269,1693,900,637,84,0,72,1926,1097,580,42,52,155,106,70,85,86,0,139,48,139,87,45,0,0,42,87,87,0,1148,242,70,291,152,393,3045,205,243,640,599,231,715,412,2597,1127,3575,135,4753,654,1178,37,3139,446,436,171,4593,4210,383,383,261,122,0,122,0,4753,4143,4127,2916,1211,16,610,610,349,261,626,16,0,16,610,44,566,610,52,41,39,0,440,38,4127,3624,503,169,339,147,111,0,18,0,35,22,4753,127,0,0,10,0,101,0,11,49,0,16,161,33,24,11,53,0,30,42,10,0,26,31,12,0,0,208,1937,1834,1725,ACS_Social_DC_CensusTract_156,,{C488B3D9-9BD5-4AF3-8705-05B4D60DEACF},009102,0,0
154,98.11,467511,0,11001009811,"Census Tract 98.11; District of Columbia; District of Columbia",1747,286,149,62,0,383,29,354,73,1016,255,554,97,576,362,2.18,3.55,3812,1747,282,78,1320,312,73,1174,665,302,57,19,131,1877,1331,290,39,169,48,50,50,53,45,149,0,0,172,40,0,0,26,14,40,40,14,1131,101,158,329,460,83,2326,113,374,825,802,33,107,72,1839,179,2771,200,3849,564,1078,12,2383,414,388,138,3789,3476,313,313,237,76,0,76,0,3849,3819,3811,2940,871,8,30,30,30,0,38,8,0,8,30,0,30,30,0,0,9,0,21,0,3572,3566,6,6,6,6,0,0,0,0,0,0,3849,130,9,0,0,0,122,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,1747,1553,1402,ACS_Social_DC_CensusTract_157,,{D9709E55-06DD-4F53-B776-357ABB2F71CD},009811,0,0
155,10.02,889722,0,11001001002,"Census Tract 10.02; District of Columbia; District of Columbia",2032,456,238,102,0,458,0,293,41,1016,92,875,328,335,385,1.69,2.74,3438,2032,426,88,526,0,366,1316,745,509,7,0,55,1672,893,410,0,61,308,28,0,0,25,0,0,54,0,0,0,0,0,0,0,0,0,1106,101,0,216,108,681,2384,0,0,34,121,16,810,1403,2384,2213,2922,59,3438,88,516,0,2521,43,401,45,3423,2581,842,762,476,286,0,286,80,3438,2894,2760,494,2266,134,544,544,239,305,678,134,65,69,544,260,284,544,156,259,51,10,68,0,3317,2491,826,342,192,64,333,107,290,171,11,0,3438,134,74,0,0,61,487,50,0,325,20,4,220,376,58,19,301,16,292,47,52,0,41,108,16,0,52,20,2032,2002,2023,ACS_Social_DC_CensusTract_158,,{1DD44085-3B65-4AD7-BEAD-54FED1E56DA0},001002,0,0
156,78.07,522749,0,11001007807,"Census Tract 78.07; District of Columbia; District of Columbia",918,117,47,76,13,300,0,140,32,425,82,151,35,202,216,2.57,3.42,2363,918,105,77,693,293,277,1047,848,118,34,17,30,999,662,113,12,70,142,21,21,38,34,83,38,0,62,33,11,0,22,0,33,20,0,621,12,59,190,125,235,1658,53,120,777,258,48,284,118,1485,402,1949,142,2407,424,458,41,1680,265,269,118,2393,2153,240,221,138,83,0,83,19,2408,2340,2331,1350,981,9,68,68,31,37,77,9,0,9,68,40,28,68,0,0,16,0,52,0,2295,2178,117,25,117,25,0,0,0,0,0,0,2408,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,918,874,724,ACS_Social_DC_CensusTract_159,,{42E2F314-5EB3-4DCC-95EF-7B566D1ED423},007807,0,0
157,80.02,578961,0,11001008002,"Census Tract 80.02; District of Columbia; District of Columbia",1410,442,255,108,10,330,0,251,50,530,124,306,96,431,213,2.28,3.29,3208,1410,432,118,857,116,275,1205,584,510,29,34,48,1281,679,406,16,35,145,93,41,62,91,0,198,27,46,9,0,4,0,5,9,4,9,853,178,29,360,117,169,2270,12,15,212,118,130,620,1163,2243,1783,2380,143,3237,217,865,38,2083,62,289,117,3221,2640,581,573,381,192,0,192,8,3281,3052,3019,1037,1982,33,229,229,132,97,262,33,0,33,229,89,140,229,30,40,95,0,48,16,2940,2724,216,8,30,0,170,8,16,0,0,0,3281,70,5,0,0,62,435,111,8,530,11,0,478,320,26,43,85,9,64,76,83,28,0,35,25,21,0,53,1410,1366,1338,ACS_Social_DC_CensusTract_140,,{70F3744C-A35E-4F5E-A4FC-A4BA1BC7A432},008002,0,0
158,78.06,671434,0,11001007806,"Census Tract 78.06; District of Columbia; District of Columbia",1233,105,38,0,0,625,0,524,141,503,35,208,42,131,360,1.89,3.14,2332,1233,101,0,521,310,167,1150,948,130,11,6,55,930,548,135,9,50,188,31,24,66,70,0,58,79,58,25,0,0,0,25,25,17,0,326,46,39,162,43,36,2053,53,99,760,488,85,176,392,1901,568,2067,26,2382,339,319,25,1644,260,419,54,2342,2152,190,190,159,31,0,31,0,2386,2265,2254,1497,757,11,121,121,95,26,132,11,0,11,121,0,121,121,0,34,20,0,51,16,2267,2112,155,67,104,67,0,0,21,0,30,0,2386,0,0,0,0,0,15,0,0,26,9,0,25,38,0,0,28,0,0,0,15,0,163,0,7,0,0,11,1233,1130,1057,ACS_Social_DC_CensusTract_160,,{6D51A0E3-583A-43D6-97E6-9E19911C771C},007806,0,0
159,78.08,936852,7722,11001007808,"Census Tract 78.08; District of Columbia; District of Columbia",1577,243,114,19,0,339,24,266,37,976,364,442,165,608,444,2.63,3.85,4144,1577,243,19,1712,523,70,1199,707,301,16,0,175,1844,1037,325,65,233,184,0,0,0,0,0,0,0,179,29,0,0,0,29,29,29,0,1875,107,0,900,512,356,2437,231,165,707,512,126,517,179,2041,696,2785,150,4200,902,1415,142,2277,520,508,240,4206,3894,312,312,156,156,0,156,0,4206,4126,4117,3000,1117,9,80,80,54,26,89,9,0,9,80,29,51,80,0,0,41,0,39,0,4133,4000,133,23,83,0,0,0,0,0,50,23,4206,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,41,0,0,0,0,130,1577,1467,1365,ACS_Social_DC_CensusTract_161,,{269063AC-A621-4D79-9268-3BD23788F014},007808,0,0
160,92.01,629781,0,11001009201,"Census Tract 92.01; District of Columbia; District of Columbia",1242,403,229,44,2,341,20,242,14,454,23,315,33,282,113,2.15,3.24,2670,1242,364,42,637,78,307,1183,706,436,0,11,30,1291,756,408,7,26,94,52,27,36,51,0,24,133,8,0,0,0,0,0,0,0,0,1310,116,25,267,68,834,1800,46,34,143,98,56,520,903,1720,1423,2412,99,3033,172,621,1,2216,118,196,53,2982,2277,705,661,247,414,0,414,44,3053,2657,2583,753,1830,74,396,396,143,253,470,74,4,70,396,170,226,396,34,79,104,0,173,6,2794,2144,650,151,314,132,185,10,50,9,101,0,3053,93,39,19,18,9,393,49,63,389,21,10,308,169,3,19,92,35,6,27,78,28,165,48,18,7,17,40,1242,1230,1221,ACS_Social_DC_CensusTract_162,,{71DF778A-FF0D-44EA-B4B5-5B9320242950},009201,0,0
161,92.03,581087,0,11001009203,"Census Tract 92.03; District of Columbia; District of Columbia",1537,446,143,213,0,203,0,154,32,675,37,361,33,187,327,2.15,2.8,3311,1537,440,156,899,48,231,1227,621,474,43,1,88,1745,1007,433,25,70,210,8,0,0,6,0,10,0,7,0,0,0,0,0,0,0,0,547,33,35,103,136,240,2317,0,166,338,423,153,507,730,2151,1237,2972,117,3337,431,365,0,2604,362,368,69,3328,2855,473,460,243,217,0,217,13,3337,2974,2799,1449,1350,175,363,363,183,180,538,175,2,173,363,104,259,363,22,20,178,0,143,0,3125,2742,383,96,54,0,52,0,12,3,265,93,3337,28,133,0,0,0,54,2,0,87,27,15,201,161,17,38,38,34,36,13,23,113,170,0,0,113,0,159,1537,1537,1415,ACS_Social_DC_CensusTract_163,,{7BC7C942-72C8-4CAD-A9B9-B9D6A1493408},009203,0,0
162,93.01,1109091,0,11001009301,"Census Tract 93.01; District of Columbia; District of Columbia",1524,594,300,92,0,429,0,362,29,409,14,209,75,402,388,2.2,3,3360,1524,492,92,805,253,194,1476,582,591,140,9,154,1512,688,528,62,96,138,0,0,0,0,0,0,0,88,45,0,0,0,45,45,36,0,601,126,21,162,179,113,2636,13,37,438,393,71,485,1199,2586,1684,2885,113,3499,322,614,24,2382,214,503,84,3505,3093,412,404,347,57,0,57,8,3505,3127,3120,1549,1571,7,378,378,322,56,385,7,4,3,378,17,361,378,20,131,134,0,82,11,3250,2841,409,136,115,0,54,19,66,27,174,90,3505,58,21,0,0,0,419,31,23,354,0,0,308,234,12,16,60,20,66,19,42,0,188,20,5,9,40,19,1524,1480,1416,ACS_Social_DC_CensusTract_164,,{C5813FC8-3B6E-423B-9EC9-28F6285566F6},009301,0,0
163,93.02,391905,0,11001009302,"Census Tract 93.02; District of Columbia; District of Columbia",962,218,109,74,10,400,11,275,23,270,27,168,24,157,75,1.82,2.62,1754,962,202,66,396,17,111,788,469,299,11,1,8,669,312,204,0,80,73,14,0,0,28,0,77,0,0,0,0,0,0,0,0,0,0,395,15,11,161,16,192,1387,50,72,232,135,7,296,595,1265,891,1457,21,1762,135,305,0,1367,125,90,10,1748,1417,331,323,215,108,0,108,8,1762,1479,1454,612,842,25,283,283,243,40,308,25,0,25,283,27,256,283,32,28,70,0,153,0,1645,1300,345,55,265,49,54,1,9,0,17,5,1762,57,27,15,0,0,57,17,32,186,0,0,191,20,0,0,52,0,2,83,26,0,77,15,0,0,0,12,962,954,855,ACS_Social_DC_CensusTract_165,,{86A6A070-CFC7-4010-BC30-1C27BE8FD8BA},009302,0,0
164,11,1676650,0,11001001100,"Census Tract 11; District of Columbia; District of Columbia",2109,1010,363,19,0,384,0,351,81,696,51,533,239,414,817,2.2,2.92,4636,2109,1120,18,957,76,356,1758,523,1099,5,88,43,2221,807,1070,37,120,187,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,1052,48,138,386,151,329,3417,23,51,182,158,30,979,1994,3343,2973,3892,153,4666,436,835,15,2641,44,1190,377,4727,3979,748,682,100,582,0,582,66,4727,3913,3770,1196,2574,143,814,814,589,225,957,143,50,93,814,201,613,814,360,154,14,6,280,0,4581,3676,905,184,374,112,437,54,84,18,10,0,4727,139,16,0,20,17,735,193,18,308,206,99,447,300,160,37,306,0,174,123,110,23,62,0,18,89,28,70,2109,2046,1894,ACS_Social_DC_CensusTract_166,,{53FF84CB-2541-4CBF-99BF-C9EBD4141F34},001100,0,0
165,14.01,788095,0,11001001401,"Census Tract 14.01; District of Columbia; District of Columbia",1329,799,467,50,0,224,0,188,51,256,9,223,99,499,405,2.5,3.27,3320,1329,844,45,912,123,67,1274,292,889,0,36,57,1301,376,804,0,59,62,37,0,0,46,0,94,38,46,0,0,0,0,0,0,0,0,897,229,128,296,140,104,2411,14,14,21,140,34,622,1566,2383,2188,2454,85,3326,144,872,0,1871,20,583,124,3304,2864,440,268,180,88,0,88,172,3326,2577,2513,935,1578,64,749,749,361,388,813,64,0,64,749,282,467,749,83,333,21,0,279,33,2990,2200,790,215,344,67,82,32,317,116,47,0,3326,145,21,39,60,29,521,36,9,404,36,9,523,209,64,17,23,0,97,39,106,0,64,65,0,50,29,26,1329,1329,1314,ACS_Social_DC_CensusTract_168,,{29A1F0BB-044B-4845-8512-E92D4F3E9F3F},001401,0,0
166,109,2381015,2933566,11001010900,"Census Tract 109; District of Columbia; District of Columbia",1184,92,42,58,31,491,37,362,48,543,176,202,46,319,230,2.48,3.57,2932,1184,166,226,983,373,0,1354,993,148,3,0,210,1218,778,217,41,106,76,135,93,129,147,0,222,0,33,33,0,0,21,12,33,33,12,988,104,0,270,247,367,1982,31,256,735,635,61,83,181,1695,264,2384,17,3338,700,954,91,2157,480,227,129,3286,2288,998,961,213,748,0,748,37,3338,3168,2968,1522,1446,200,170,170,7,163,370,200,0,200,170,127,43,170,0,0,162,0,8,0,2893,2685,208,64,67,0,61,35,0,0,80,29,3338,10,0,0,0,0,0,17,0,43,0,0,9,0,0,0,0,0,0,0,0,0,260,0,0,0,0,240,1184,967,890,ACS_Social_DC_CensusTract_169,,{0AC542E1-8075-455F-9FBA-F0A8EFA15077},010900,0,0
167,104,2602393,7006,11001010400,"Census Tract 104; District of Columbia; District of Columbia",2288,239,59,22,11,597,37,545,90,1430,229,1067,107,370,363,1.69,3.29,3860,2288,232,24,903,387,26,1847,1291,368,11,13,164,2161,1366,390,23,157,225,127,127,117,104,0,249,47,34,0,0,0,0,0,0,0,0,807,111,55,377,154,110,3514,52,275,1190,764,429,244,560,3187,804,3918,195,4547,613,807,44,3235,357,505,212,4684,2987,1697,1697,1266,431,0,431,0,4725,4688,4675,2743,1932,13,37,37,28,9,50,13,0,13,37,0,37,37,9,0,0,0,28,0,4440,4321,119,63,38,28,35,35,0,0,46,0,4725,300,0,0,0,0,0,6,0,259,0,0,40,0,0,0,0,0,0,0,0,0,58,0,0,0,24,172,2288,2133,1982,ACS_Social_DC_CensusTract_170,,{30BCC71A-04A9-4709-90D7-5BC0E0104B8B},010400,0,0
168,12,1219204,0,11001001200,"Census Tract 12; District of Columbia; District of Columbia",2519,973,393,162,0,618,19,491,49,766,54,654,255,466,766,1.94,2.71,4886,2519,963,227,840,129,208,2020,895,952,14,27,132,2245,760,1022,51,239,173,45,0,0,39,0,22,58,0,0,0,0,0,0,0,0,0,1154,129,17,402,94,512,3805,31,4,67,268,12,1146,2277,3770,3423,4171,72,4919,449,748,0,3082,89,1089,360,4875,4228,647,530,295,235,0,235,117,4919,3751,3653,1058,2595,98,1168,1168,663,505,1266,98,17,81,1168,327,841,1168,713,312,0,0,132,11,4699,3631,1068,151,329,89,473,11,227,51,39,0,4919,127,99,66,67,20,545,135,107,867,80,0,791,263,53,90,115,0,243,59,116,0,0,67,0,23,44,47,2519,2423,2361,ACS_Social_DC_CensusTract_167,,{463D6D69-B77B-4135-8707-91EA3E3B7F6B},001200,0,0
169,99.03,383679,0,11001009903,"Census Tract 99.03; District of Columbia; District of Columbia",683,209,139,44,28,150,0,90,52,280,65,83,28,273,181,3.4,4.2,2320,683,220,47,1017,276,77,944,600,274,35,20,15,913,575,197,8,33,100,40,11,24,68,0,73,99,51,19,10,9,0,0,19,19,10,805,82,0,245,144,334,1471,51,72,462,312,8,225,341,1348,566,1751,73,2355,342,604,8,1542,266,209,68,2300,2000,300,294,256,38,0,38,6,2355,2146,2146,1432,714,0,209,209,70,139,209,0,0,0,209,95,114,209,1,9,118,0,81,0,2113,1779,334,161,152,34,132,77,0,0,50,50,2355,128,0,0,0,0,0,81,1,1,0,0,87,1,0,0,0,0,0,0,0,0,97,0,0,0,0,76,683,633,632,ACS_Social_DC_CensusTract_171,,{3B0B4D99-2F3A-47E3-A430-CD05B4C6F20D},009903,0,0
170,99.04,426198,0,11001009904,"Census Tract 99.04; District of Columbia; District of Columbia",1323,177,66,172,0,364,18,263,14,610,216,278,12,363,116,2.36,3.49,3120,1323,153,122,1150,259,113,1092,647,210,31,39,165,1162,776,134,24,71,157,37,36,44,40,43,70,2,56,0,0,0,0,0,0,0,0,937,25,106,510,175,121,1893,36,94,712,335,128,470,118,1763,588,2156,18,3169,443,1013,149,1996,257,160,37,3179,2969,210,210,70,140,0,140,0,3179,2954,2903,1957,946,51,225,225,179,46,276,51,0,51,225,0,225,225,0,0,70,0,155,0,2907,2524,383,55,292,55,74,0,17,0,0,0,3179,9,0,0,0,0,1,0,0,1,0,0,129,1,0,0,0,0,0,0,0,0,233,0,0,6,0,36,1323,1275,1101,ACS_Social_DC_CensusTract_172,,{D1212A5E-DE2F-47EA-AAC4-6D6F0A9D3654},009904,0,0
171,87.01,382686,0,11001008701,"Census Tract 87.01; District of Columbia; District of Columbia",1130,367,72,67,0,302,0,121,0,394,49,158,17,153,137,2.28,2.49,2575,1130,338,77,305,240,485,1279,749,397,19,3,111,1189,701,357,6,62,63,18,0,0,18,0,18,22,44,0,0,0,0,0,0,0,0,564,39,1,90,68,366,2181,56,19,109,205,107,995,690,2106,1685,2399,51,2650,174,251,4,2222,143,177,27,2636,2149,487,462,208,254,0,254,25,2661,2439,2390,521,1869,49,222,222,127,95,271,49,16,33,222,54,168,222,58,75,12,0,77,0,2564,2299,265,76,53,17,93,26,119,33,0,0,2661,31,7,11,0,15,357,19,13,215,0,147,122,94,0,13,71,9,52,36,74,6,209,40,14,0,7,192,1130,1124,1106,ACS_Social_DC_CensusTract_139,,{23B02028-34CC-4CB1-B5DC-65372338CCBE},008701,0,0
172,87.02,486411,0,11001008702,"Census Tract 87.02; District of Columbia; District of Columbia",2021,264,118,212,0,526,0,495,49,1019,51,698,45,169,118,1.64,3.39,3311,2021,247,210,571,26,236,1294,899,298,33,0,64,1838,1447,253,47,49,42,10,0,0,6,0,0,21,0,0,0,0,0,0,0,0,0,504,77,55,93,80,199,2743,19,68,373,160,53,1183,887,2656,2070,3074,99,3426,223,352,33,2939,170,135,20,3404,2310,1094,866,387,479,0,479,228,3430,3182,3129,869,2260,53,248,248,185,63,301,53,11,42,248,55,193,248,41,78,73,0,56,0,3280,3048,232,40,66,0,59,0,17,0,90,40,3430,18,157,0,0,15,190,59,0,193,0,21,485,426,11,33,81,0,49,1,37,23,100,17,0,0,14,239,2021,2003,1937,ACS_Social_DC_CensusTract_141,,{A756181F-1E9C-40D5-B3D2-909C322EF104},008702,0,0
