OBJECTID,TRACT,ID2,GEO_ID,NAME,ID,TOTALPOP,P_POC,P_CHILD,P_ELDERLY,P_POVERTY,P_DISABILITY,P_LIMENG,ASTHMA,CHD,OBESITY,HSI,P_TREECOVER,P_NOTREE,P_IMPSURF,AIRTEMP_MEAN,HEI,HSEI,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
39,009511,11001009511,1400000US11001009511,"Census Tract 95.11, District of Columbia, District of Columbia",171,2156,32.7,0,2.8,100,4.5,NULL,12.8,4.5,29.1,-9999,0.34051533,0.65948467,36.01032503,35.54591908,0.62445499,-9999,HSEIPly_171,,{B27FB260-49FC-411B-ADB3-B1113914AE49},,,,,0,0
40,000600,11001000600,1400000US11001000600,"Census Tract 6, District of Columbia, District of Columbia",9,4942,28,6.1,19.3,6,10.7,0.8,8.7,4.4,20.1,0.20224519,0.60943646,0.39056354,36.76870591,34.07404943,0.38111303,0.29167911,HSEIPly_14,,{C4535EAA-0D46-489A-9FEF-D4BDB6EF9AB3},,,,,0,0
41,002504,11001002504,1400000US11001002504,"Census Tract 25.04, District of Columbia, District of Columbia",47,3867,80.9,5.7,12.7,28,24,12.8,10.1,3.7,28,0.39441653,0.35879354,0.64120646,57.74345612,35.39938935,0.676156,0.53528627,HSEIPly_47,,{87348ECF-4175-4100-882B-F4AF5605D77D},,,,,0,0
42,002503,11001002503,1400000US11001002503,"Census Tract 25.03, District of Columbia, District of Columbia",46,3158,70.3,6.1,7.4,26,17.6,1.2,10.1,3.7,28,0.30981891,0.21879205,0.78120796,57.74345612,35.62963554,0.73973458,0.52477674,HSEIPly_46,,{047C7706-0ECA-4C7E-8195-E75F55055847},,,,,0,0
43,001304,11001001304,1400000US11001001304,"Census Tract 13.04, District of Columbia, District of Columbia",26,4200,29.1,2,15.5,14,8.6,0,8.9,3.3,19.6,0.15947799,0.56485266,0.43514734,25.92819686,33.56954726,0.29496763,0.22722281,HSEIPly_31,,{D1157994-BA02-4C9D-A0E2-7EFE1114F1DA},,,,,0,0
44,000902,11001000902,1400000US11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",16,2372,22.8,5.2,20,5,8.7,0,8.4,4.3,20.5,0.17928518,0.61234839,0.38765161,17.69686043,32.85820334,0.16922887,0.17425702,HSEIPly_21,,{ABE96148-DF00-4BCF-B0C5-E33B2EA67E9A},,,,,0,0
45,002704,11001002704,1400000US11001002704,"Census Tract 27.04, District of Columbia, District of Columbia",51,4084,68.2,4.3,1.9,14,5.6,3.6,9.4,3.4,24,0.20902116,0.59024264,0.40975736,39.72957836,34.04461067,0.39257663,0.30079889,HSEIPly_51,,{9FB59E24-D196-4F4F-9F81-23B6B83A42AC},,,,,0,0
46,000803,11001000803,1400000US11001000803,"Census Tract 8.03, District of Columbia, District of Columbia",14,2523,35.6,7.1,26,25,5.2,3.6,9.1,4.9,20.6,0.26052575,0.62219139,0.37780861,23.99496863,33.66725298,0.28543221,0.27297898,HSEIPly_19,,{B7D04EE5-6CC2-4D2E-AC05-F922C1B0C747},,,,,0,0
47,002801,11001002801,1400000US11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",52,4104,66.6,7.7,4.7,30,6.6,15.2,10.1,3.5,27.8,0.31708968,0.12392185,0.87607815,65.25947661,35.54925955,0.77998668,0.54853818,HSEIPly_52,,{5200D82C-0FCF-421F-A796-561BAF826251},,,,,0,0
48,003200,11001003200,1400000US11001003200,"Census Tract 32, District of Columbia, District of Columbia",57,5201,78.4,4.5,8.9,25,11.5,5.2,10.7,3.6,28.3,0.31496295,0.19024003,0.80975997,59.70226757,35.54201345,0.74318922,0.52907609,HSEIPly_57,,{486ABF62-B2A0-4155-B1E0-DDF8513A432E},,,,,0,0
49,002900,11001002900,1400000US11001002900,"Census Tract 29, District of Columbia, District of Columbia",54,4450,55.5,5.7,5.5,15,8.1,11.5,9.1,2.6,24.1,0.23422384,0.23030201,0.76969799,61.13877804,35.74459251,0.76216792,0.49819588,HSEIPly_54,,{4DC776DC-502A-4600-996D-A51EE5617C39},,,,,0,0
50,003100,11001003100,1400000US11001003100,"Census Tract 31, District of Columbia, District of Columbia",56,3825,58.2,4.7,10.1,15,10.6,4.5,9.1,2.8,24.4,0.23478877,0.16148771,0.83851229,59.54734808,36.08533725,0.81536271,0.52507574,HSEIPly_56,,{9F504839-590E-40DA-AEFC-67E763E3DE59},,,,,0,0
51,002703,11001002703,1400000US11001002703,"Census Tract 27.03, District of Columbia, District of Columbia",50,2567,46.9,13.1,12,20,6.6,10.9,9.4,3.4,24,0.29443027,0.19501322,0.80498678,39.72957836,34.92731699,0.60004279,0.44723653,HSEIPly_50,,{E23D23A1-7FB2-4F47-9DFE-1AC5CDFF1CFC},,,,,0,0
52,000804,11001000804,1400000US11001000804,"Census Tract 8.04, District of Columbia, District of Columbia",15,3948,25.3,4.3,14.8,8,5,0,9.1,4.9,20.6,0.16778611,0.6368287,0.3631713,23.99496863,33.08811829,0.21204408,0.1899151,HSEIPly_20,,{DA3F74C1-0D43-4721-83AE-DB431C3DA772},,,,,0,0
53,011100,11001011100,1400000US11001011100,"Census Tract 111, District of Columbia, District of Columbia",205,5227,90.3,5.2,19.3,31,21.5,1.9,11.3,6.7,32.3,0.44306996,0.37110941,0.62889059,27.53363179,34.37593951,0.44706745,0.44506871,HSEIPly_205,,{1894D994-6180-45F8-BE2D-E6BA4B510BE7},,,,,0,0
54,009301,11001009301,1400000US11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",161,3701,51.1,7.5,14.3,15,10.4,3.3,10.3,4.6,27.2,0.29205806,0.4273818,0.5726182,41.60862799,34.46778763,0.49161255,0.39183531,HSEIPly_161,,{59A59CD4-4627-41E4-9779-1B18BC2A8D47},,,,,0,0
55,000501,11001000501,1400000US11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",7,3343,33,1.2,9.8,10,6.2,1.2,8.8,2.1,17.4,0.11420364,0.60412208,0.39587792,34.27045102,33.84466942,0.34638769,0.23029567,HSEIPly_12,,{CCF99DF9-7900-4A3B-BD70-086CC4056F04},,,,,0,0
56,009201,11001009201,1400000US11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",158,3272,50.2,8.5,6.4,32,6.5,3,11.2,3.5,24.3,0.26855008,0.15222081,0.84777919,46.03292639,36.2060401,0.78623241,0.52739125,HSEIPly_158,,{A3CDC141-BDFE-4B9C-8698-BF6CDDCAF0D3},,,,,0,0
57,000703,11001000703,1400000US11001000703,"Census Tract 7.03, District of Columbia, District of Columbia",11,3345,29.4,0.3,39.5,6,13.8,0,8.6,4.5,19.6,0.23307886,0.41296946,0.58703054,45.06605084,33.67073469,0.41124288,0.32216087,HSEIPly_16,,{458F0601-CD9F-4E76-A96B-A75635CEF133},,,,,0,0
58,000704,11001000704,1400000US11001000704,"Census Tract 7.04, District of Columbia, District of Columbia",12,2896,28.7,6.3,12.1,18,4.3,3.2,8.6,4.5,19.6,0.18187384,0.30447584,0.69552416,45.06605084,33.80879978,0.45565954,0.31876669,HSEIPly_17,,{FA618B98-1E45-4342-ACB5-8E508E33EBDC},,,,,0,0
59,002802,11001002802,1400000US11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",53,5063,69,3,9,23,9.2,13.2,9.8,3.5,25.7,0.287588,0.09274652,0.90725348,71.65338107,35.70321054,0.82826319,0.55792559,HSEIPly_53,,{62D886EC-9E23-483B-B57A-62A5830835CE},,,,,0,0
60,002702,11001002702,1400000US11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",49,6055,41.6,8.4,5.9,17,7.8,11,9.4,3.2,23.9,0.24121108,0.44911931,0.5508807,51.3646781,34.8137656,0.56086146,0.40103627,HSEIPly_49,,{9772B76C-6F24-4534-B3C8-72056F821FDB},,,,,0,0
61,000502,11001000502,1400000US11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",8,3580,31.3,8.5,15,7,6.5,0.9,8.6,3.1,19.3,0.17918902,0.49457281,0.50542719,43.40047912,34.09903091,0.43614825,0.30766863,HSEIPly_13,,{918B0FB0-BFC5-450F-8560-C7DC7934E130},,,,,0,0
62,000400,11001000400,1400000US11001000400,"Census Tract 4, District of Columbia, District of Columbia",6,1481,42.2,4.1,24,14,5,4.3,8.7,4.8,20.6,0.22895796,0.51485778,0.48514222,35.18908345,33.81748358,0.36913263,0.29904529,HSEIPly_11,,{5C868295-800D-4415-9F96-0CCC06503F38},,,,,0,0
63,003000,11001003000,1400000US11001003000,"Census Tract 30, District of Columbia, District of Columbia",55,4211,66.7,6.3,5.9,31,10.7,11.9,10.4,3,25.5,0.30583831,0.20227634,0.79772366,61.02096439,36.01578715,0.80156054,0.55369943,HSEIPly_55,,{C490C5BE-912E-4426-BACE-35AD66181945},,,,,0,0
64,009000,11001009000,1400000US11001009000,"Census Tract 90, District of Columbia, District of Columbia",156,3780,93.2,7.8,37.9,21,20.5,0,11.5,7,30.9,0.49395392,0.32860691,0.67139309,33.72999319,34.59666909,0.50560483,0.49977938,HSEIPly_156,,{002932F0-4C91-47AD-84D9-BE67B9DDFFA7},,,,,0,0
65,003902,11001003902,1400000US11001003902,"Census Tract 39.02, District of Columbia, District of Columbia",68,2274,33.5,2.6,9.4,2,0.7,1.8,8.7,2.2,20,0.10715686,0.63284446,0.36715554,42.17714407,34.14839459,0.40246786,0.25481236,HSEIPly_68,,{A240DD29-FA51-4534-9BEA-5B37B210600A},,,,,0,0
66,003400,11001003400,1400000US11001003400,"Census Tract 34, District of Columbia, District of Columbia",60,5014,69.1,1.5,4.3,15,8.5,0.5,12.9,2.1,24.2,0.23365274,0.11436916,0.88563084,50.24086748,35.71917875,0.75172537,0.49268905,HSEIPly_60,,{62031555-9B3A-4FD3-BF9F-FFBCBC5115D5},,,,,0,0
67,009302,11001009302,1400000US11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",162,1678,76.8,8.9,9.1,22,8.8,4.7,11,4.6,30.2,0.34525533,0.17666633,0.82333367,46.87862788,35.42651337,0.68911422,0.51718477,HSEIPly_162,,{476FC4B7-9949-4B77-A735-0687B01C1644},,,,,0,0
68,009102,11001009102,1400000US11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",157,4723,91.5,8.4,9.7,44,13.7,2.2,12.9,6.3,35.6,0.45593254,0.17007278,0.82992722,51.70315963,35.57057455,0.72455523,0.59024388,HSEIPly_157,,{F1EAF96F-F7EB-4424-8E2D-309D9E6ED3CF},,,,,0,0
69,003500,11001003500,1400000US11001003500,"Census Tract 35, District of Columbia, District of Columbia",61,4852,72.1,2.5,3.9,38,6.7,4.3,12,2.4,24.6,0.26736269,0.13941306,0.86058694,65.53165902,35.38679484,0.75740705,0.51238487,HSEIPly_61,,{5A26873F-C96E-4B72-AFCA-2E684B70C0D2},,,,,0,0
70,003901,11001003901,1400000US11001003901,"Census Tract 39.01, District of Columbia, District of Columbia",67,2561,39.9,5.2,4.1,10,5.1,2.8,8.7,2.2,20,0.14023097,0.17647691,0.8235231,42.17714407,35.24268406,0.65104951,0.39564024,HSEIPly_67,,{AFBFA80B-1B7C-4C94-A354-E7CF800EB654},,,,,0,0
71,009203,11001009203,1400000US11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",159,3229,80.8,5.6,6.6,23,14.2,3.2,11.5,4.9,30.8,0.34918404,0.28412654,0.71587346,32.6912891,35.33095735,0.60176286,0.47547345,HSEIPly_159,,{01E8820F-3B7E-4BDB-B075-21363AC0A8AB},,,,,0,0
72,003600,11001003600,1400000US11001003600,"Census Tract 36, District of Columbia, District of Columbia",62,4858,54.6,2.6,6.6,24,9.9,1.6,9.5,2.9,24.5,0.21337979,0.17426715,0.82573285,64.11085541,35.92243889,0.80803907,0.51070943,HSEIPly_62,,{648ED538-C520-4E8C-81D2-F1CACB0FB3F6},,,,,0,0
73,003301,11001003301,1400000US11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",58,4195,51.1,4,6.4,12,4.7,0.3,9.8,2.6,24.1,0.18100883,0.14455508,0.85544492,43.1912174,35.84514877,0.7351274,0.45806811,HSEIPly_58,,{E6ED4C54-4806-40FE-A111-780833B0550B},,,,,0,0
74,003702,11001003702,1400000US11001003702,"Census Tract 37.02, District of Columbia, District of Columbia",64,2518,71.7,8.5,5.6,59,12.9,3.9,10.7,2.6,25.3,0.33698898,0.17822416,0.82177584,60.02210181,35.58487177,0.75251226,0.54475062,HSEIPly_64,,{E992D9A7-B8C0-45B0-A24F-A1FE092B7DBD},,,,,0,0
75,003802,11001003802,1400000US11001003802,"Census Tract 38.02, District of Columbia, District of Columbia",66,3221,45.6,6.1,4,10,10.3,0.9,8.5,2.4,21.3,0.16744012,0.20564721,0.79435279,68.16684902,35.12059406,0.71739119,0.44241566,HSEIPly_66,,{4B4A14D2-589E-40C2-8523-8AEA294F6FD6},,,,,0,0
76,000702,11001000702,1400000US11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",10,2971,33.7,3.5,13.7,18,8.3,1.9,9.6,2.5,20.7,0.1837846,0.37922779,0.62077222,48.64404082,34.05780675,0.47861912,0.33120186,HSEIPly_15,,{0E7C0735-D348-4799-A76E-DCFCDF487C10},,,,,0,0
77,009204,11001009204,1400000US11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",160,3265,91.3,11.8,14.4,46,17.5,2.3,12.6,6.5,34.5,0.4969442,0.20718863,0.79281137,59.43928696,35.86442229,0.776715,0.6368296,HSEIPly_160,,{013B2FA6-98C5-4319-8705-BD3496997DC2},,,,,0,0
78,003701,11001003701,1400000US11001003701,"Census Tract 37.01, District of Columbia, District of Columbia",63,2302,40.7,5.8,4.9,14,4.4,2.3,10.7,2.6,25.3,0.19766869,0.36976919,0.63023081,60.02210181,35.41681474,0.68319658,0.44043263,HSEIPly_63,,{6BE9F831-877E-4368-BB9B-8320FB5CE528},,,,,0,0
79,004001,11001004001,1400000US11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",69,4785,17.8,4.5,7.6,4,3.8,0,8.5,2.7,19.7,0.09999484,0.38952905,0.61047095,50.66778868,34.30891511,0.51306275,0.3065288,HSEIPly_69,,{5C052B16-6751-4214-A592-D5AF2DABC109},,,,,0,0
80,003801,11001003801,1400000US11001003801,"Census Tract 38.01, District of Columbia, District of Columbia",65,1677,37.7,4.3,11.7,2,7,0,8.5,2.4,21.3,0.14707676,0.14304645,0.85695355,68.16684902,35.18850514,0.74160647,0.44434161,HSEIPly_65,,{533B0432-68CD-4C00-B6AA-16645426BA49},,,,,0,0
81,004002,11001004002,1400000US11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",70,3436,21.8,1.6,16.7,5,5.9,1.8,8.3,2.1,18.7,0.1159602,0.19142545,0.80857455,68.09338301,35.07562631,0.71538027,0.41567023,HSEIPly_70,,{FCD2BBA6-8524-44F9-8CD9-38454589F4A0},,,,,0,0
82,000300,11001000300,1400000US11001000300,"Census Tract 3, District of Columbia, District of Columbia",5,6504,22.9,9.5,8.7,19,4.4,1.6,9.4,2.5,19.2,0.16954929,0.47422245,0.52577755,39.5654761,33.88872911,0.4030199,0.28628459,HSEIPly_10,,{15BEF384-0B8E-44F3-BBD7-1E1DD834A82E},,,,,0,0
83,008702,11001008702,1400000US11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",150,3409,63.3,4,5.6,19,8.3,3.6,10.9,4.5,31.2,0.28321781,0.03284828,0.96715172,58.0796311,35.3715916,0.7575244,0.5203711,HSEIPly_150,,{72CA6755-A168-4DCB-8AC1-8227AE2679BC},,,,,0,0
84,004100,11001004100,1400000US11001004100,"Census Tract 41, District of Columbia, District of Columbia",71,2466,30.4,8.2,19.8,15,2,7,8.1,3.7,19.4,0.20378776,0.46835376,0.53164625,44.72002506,34.28501267,0.46972617,0.33675696,HSEIPly_71,,{44D4E2AF-3DD2-4961-BEDB-4E0FFDD44E2B},,,,,0,0
85,004401,11001004401,1400000US11001004401,"Census Tract 44.01, District of Columbia, District of Columbia",75,3522,40.5,11.1,4.1,6,3.9,1.3,8.4,1.9,20.6,0.15807759,0.19414233,0.80585768,73.2217132,35.86795111,0.82741625,0.49274692,HSEIPly_75,,{64587F13-51C4-492E-BE05-750DD96DF194},,,,,0,0
86,004300,11001004300,1400000US11001004300,"Census Tract 43, District of Columbia, District of Columbia",74,4054,37.6,8.5,6.3,13,6.9,3.3,8.8,2.8,22.1,0.18850477,0.18000872,0.81999128,68.57021606,35.31863526,0.74915051,0.46882764,HSEIPly_74,,{0C2BF30D-BDEB-44C5-8DFD-95BCFD7BDBAE},,,,,0,0
87,000802,11001000802,1400000US11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",13,3487,26.8,4.6,19,10,4.9,0,8.5,3.1,19.3,0.1570593,0.46065275,0.53934725,18.54795453,32.77819003,0.20139802,0.17922866,HSEIPly_18,,{EDB139BC-0E81-40CD-9FD1-6666496712CC},,,,,0,0
88,004201,11001004201,1400000US11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",72,3872,27.5,11.2,3.5,6,6.4,0,8.3,1.7,18.3,0.13227641,0.20831806,0.79168194,68.51515773,35.30751502,0.74036796,0.43632219,HSEIPly_72,,{69799B32-CF84-4642-8006-5986DC1AC53F},,,,,0,0
89,008701,11001008701,1400000US11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",149,2738,59.9,3.2,6.5,15,14.7,0.5,10.3,3.4,26.9,0.24823874,0.08350331,0.91649669,63.5022901,35.50975031,0.77961501,0.51392688,HSEIPly_149,,{3D92677D-18BF-4E14-89B4-39273BC11E34},,,,,0,0
90,000102,11001000102,1400000US11001000102,"Census Tract 1.02, District of Columbia, District of Columbia",2,3318,18.6,2.8,25.8,9,5.6,0,8.5,4.1,19.7,0.16732351,0.41684301,0.58315699,28.79420686,33.64175346,0.35135592,0.25933972,HSEIPly_7,,{090747E1-811E-4312-8FA9-E3868FAC6764},,,,,0,0
91,009601,11001009601,1400000US11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",172,2521,97.3,5.7,8.8,49,22.3,0.8,14.2,6.6,38.3,0.50359794,0.3101578,0.6898422,20.2519086,33.8244692,0.3715894,0.43759367,HSEIPly_172,,{15EFC4C8-07DF-4F39-BAA8-62B78922A726},,,,,0,0
92,000202,11001000202,1400000US11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",4,4665,20.1,1,18.6,17,7,0,9.9,3,18.1,0.15268943,0.17080026,0.82919974,37.3046361,34.17535195,0.50757648,0.33013295,HSEIPly_9,,{EA6237B8-5161-473B-B0E7-811E3AE3AAB4},,,,,0,0
93,008804,11001008804,1400000US11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",153,2733,91,4,9.4,43,17.9,5.4,13.1,6.2,37.5,0.46052535,0.18481847,0.81518153,45.78537559,35.66170364,0.71158079,0.58605307,HSEIPly_153,,{B0B4FEC1-70AC-49CD-98D3-E4D64E50E596},,,,,0,0
94,008803,11001008803,1400000US11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",152,3376,78.4,2.3,3.8,50,27.4,8,13.2,4.1,30.7,0.41989435,0.12764274,0.87235726,62.24248887,35.46237479,0.75831217,0.58910326,HSEIPly_152,,{790F03E0-5DD4-4C2F-9222-178F2A2E1024},,,,,0,0
95,004402,11001004402,1400000US11001004402,"Census Tract 44.02, District of Columbia, District of Columbia",76,2517,49.4,6.4,9.9,8,14.7,1.1,8.4,1.9,20.6,0.19464566,0.155077,0.844923,73.2217132,35.658894,0.81229473,0.5034702,HSEIPly_76,,{6CC9DD75-4DF0-4BA3-9BBB-0CF0BCD49068},,,,,0,0
96,003302,11001003302,1400000US11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",59,2195,56.7,11.6,6.2,11,4,0,9.5,2.5,23.9,0.22198815,0.13038557,0.86961443,65.85194466,36.02040049,0.83699718,0.52949267,HSEIPly_59,,{A18A2234-66FC-45FC-8DF7-8A7D5E313EF8},,,,,0,0
97,004202,11001004202,1400000US11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",73,2601,35.1,1,10,19,4.8,0,8.2,2,18.2,0.11329276,0.15389249,0.84610751,72.52803389,35.17800654,0.75241417,0.43285347,HSEIPly_73,,{B9897A77-B99E-461B-9508-F108BA756FED},,,,,0,0
98,004801,11001004801,1400000US11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",81,3138,50.1,6,16.6,21,5.3,2.4,9.3,3.2,23.8,0.23778899,0.23504891,0.76495109,66.73323548,35.65790791,0.76957825,0.50368362,HSEIPly_81,,{33F829D5-70C6-4678-BC0A-BCF833D01ECE},,,,,0,0
99,004600,11001004600,1400000US11001004600,"Census Tract 46, District of Columbia, District of Columbia",77,3169,57.9,2.7,10,21,18.3,0,10,3,26.2,0.26041017,0.15828314,0.84171686,63.9929333,35.51981714,0.7633241,0.51186714,HSEIPly_77,,{D6808F6B-1E3F-4272-BC68-E9CE85AE791F},,,,,0,0
100,005502,11001005502,1400000US11001005502,"Census Tract 55.02, District of Columbia, District of Columbia",93,2652,21.8,3.5,17.3,13,13.1,2.2,8.8,2.9,19.8,0.17985109,0.08477305,0.91522695,67.55272,35.04241242,0.73688915,0.45837012,HSEIPly_93,,{21A51352-EF71-4127-BEBC-59CCFFC2DE12},,,,,0,0
101,005302,11001005302,1400000US11001005302,"Census Tract 53.02, District of Columbia, District of Columbia",90,2558,25.8,5,8.6,15,4.9,2.4,8.3,2.1,18.8,0.12793827,0.36220078,0.63779922,73.44435098,34.84835372,0.66249062,0.39521445,HSEIPly_90,,{D7C51C45-0AA5-43EC-9894-F19FF5EDC451},,,,,0,0
102,005202,11001005202,1400000US11001005202,"Census Tract 52.02, District of Columbia, District of Columbia",88,2793,18.7,1.9,10.9,5,8.2,0.5,8.2,2.2,19.7,0.10452463,0.06487261,0.93512739,74.6282333,34.85932822,0.74407076,0.4242977,HSEIPly_88,,{41A75821-5D8B-4C00-AA57-E5AEE706CE3E},,,,,0,0
103,005001,11001005001,1400000US11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",85,2006,31.1,1.6,8.7,12,9,3.7,8.6,2.6,22.3,0.15141016,0.18550909,0.81449091,64.17434211,34.82272689,0.67314319,0.41227668,HSEIPly_85,,{70AF74B8-6F4D-484A-8ABB-67C479819650},,,,,0,0
104,004901,11001004901,1400000US11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",83,3496,49.2,2,10.6,29,15.7,3.3,10.2,3.2,25.8,0.26029644,0.1175399,0.88246011,68.55567791,35.02468394,0.72977197,0.49503421,HSEIPly_83,,{A42F47CB-8A6A-4F3E-9ADA-9D0179F5169F},,,,,0,0
105,000201,11001000201,1400000US11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",3,3972,44.6,0,0.7,42,2.5,NULL,12.6,1.1,16.3,-9999,0.18983159,0.81016841,50.42036672,34.57558144,0.59548286,-9999,HSEIPly_8,,{6316CBA8-4341-4C49-AC23-5203DF2C3CEA},,,,,0,0
106,005303,11001005303,1400000US11001005303,"Census Tract 53.03, District of Columbia, District of Columbia",91,2723,27.2,0.6,13.5,13,3.8,2.2,8.3,2.1,18.8,0.11221371,0.09467108,0.90532892,73.44435098,34.81126443,0.72662043,0.41941707,HSEIPly_91,,{DE77BFA0-EA0F-4891-A0D2-58838054530F},,,,,0,0
107,000101,11001000101,1400000US11001000101,"Census Tract 1.01, District of Columbia, District of Columbia",1,1250,17.7,6.8,21.8,13,5.2,0,8.5,4.1,19.7,0.18093323,0.28572677,0.71427323,28.79420686,34.60283197,0.50053208,0.34073266,HSEIPly_6,,{9FC16F8F-0661-42EB-B2FA-4B6C8F3F1CFD},,,,,0,0
108,010601,11001010601,1400000US11001010601,"Census Tract 106.01, District of Columbia, District of Columbia",197,1862,52.9,1.5,0.1,27,13.9,2.8,9.8,2.7,24.4,0.20791226,0.11845312,0.88154688,67.2761457,35.27626989,0.75543156,0.48167191,HSEIPly_197,,{FB7EDEE6-670D-4A94-ABA7-6322B3E44F8D},,,,,0,0
109,007806,11001007806,1400000US11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",135,2548,96.5,3.4,17.7,49,17.7,2.9,12.4,6.4,36.4,0.47550381,0.25382667,0.74617333,45.29236914,34.6793182,0.57408718,0.5247955,HSEIPly_135,,{E142F598-F200-4B31-83E5-A90742DB421E},,,,,0,0
110,005004,11001005004,1400000US11001005004,"Census Tract 50.04, District of Columbia, District of Columbia",87,4115,55.4,6.1,10.8,42,12.4,6.2,9.1,2.7,23.8,0.27894643,0.11160956,0.88839045,69.23483382,34.59371552,0.68178524,0.48036583,HSEIPly_87,,{C0A0BCA4-24E1-4351-8241-30EED8D5CC38},,,,,0,0
111,005003,11001005003,1400000US11001005003,"Census Tract 50.03, District of Columbia, District of Columbia",86,1617,42,0,1.7,12,7.5,1.7,9.1,2.7,23.8,0.13786036,0.16972746,0.83027254,69.23483382,34.40632741,0.64435331,0.39110684,HSEIPly_86,,{59BDB7D5-7F98-4AF9-885D-BC199AF44894},,,,,0,0
112,005203,11001005203,1400000US11001005203,"Census Tract 52.03, District of Columbia, District of Columbia",89,3044,51.8,0,23.4,9,6.3,26.1,8.2,2.2,19.7,0.24954003,0.05701038,0.94298962,74.6282333,34.69550725,0.72638858,0.4879643,HSEIPly_89,,{371FDD98-DAD3-4925-A9CE-AF44A3B0E818},,,,,0,0
113,005503,11001005503,1400000US11001005503,"Census Tract 55.03, District of Columbia, District of Columbia",94,2256,23.6,5.7,10.2,15,2.7,6.9,8.8,2.9,19.8,0.15769884,0.24428521,0.75571479,67.55272,34.99501967,0.6902948,0.42399682,HSEIPly_94,,{53BFA735-85B7-4BC8-88AA-07D8182F6621},,,,,0,0
114,010700,11001010700,1400000US11001010700,"Census Tract 107, District of Columbia, District of Columbia",200,1772,33,1.2,12,30,6.2,2.7,9.5,2.2,18.1,0.15935326,0.07168209,0.92831791,88.36209994,34.80299777,0.78231852,0.47083589,HSEIPly_200,,{65C7076F-9C72-4BC0-8FCF-634DBD0693CA},,,,,0,0
115,004902,11001004902,1400000US11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",84,3533,52,3.6,3.8,18,7.4,1.8,9.3,2.3,23.8,0.1825845,0.10091543,0.89908457,78.79897318,34.68631938,0.72822969,0.4554071,HSEIPly_84,,{DA83DFA7-E3D6-46A3-83AE-D3B55B214AC6},,,,,0,0
116,004802,11001004802,1400000US11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",82,3447,66.3,2.6,10.4,21,10.9,4.6,10.1,3.5,25.2,0.26348942,0.20286049,0.79713951,62.19589699,35.06387708,0.6909536,0.47722151,HSEIPly_82,,{1F9460DA-3CB3-4F91-A7DC-037693A65877},,,,,0,0
117,009602,11001009602,1400000US11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",173,4038,99.3,10.9,11.5,63,18.2,1.1,14.6,5.5,38.5,0.54219264,0.22485432,0.77514568,32.68318679,34.6443171,0.5343696,0.53828112,HSEIPly_173,,{CE93386F-B543-47C2-8D72-54F0650F70CB},,,,,0,0
118,010602,11001010602,1400000US11001010602,"Census Tract 106.02, District of Columbia, District of Columbia",198,5262,45.3,3.3,5,21,11.2,0.5,9.8,2.7,24.4,0.20011087,0.18652528,0.81347472,67.2761457,35.36396683,0.74852389,0.47431738,HSEIPly_198,,{4380D9CA-1CEE-4237-8793-98B4E798FA62},,,,,0,0
119,008802,11001008802,1400000US11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",151,4496,78.4,5.9,13.3,31,10.4,4.5,11.6,5.5,32.1,0.37970748,0.19322323,0.80677677,57.86191802,35.38498681,0.71727665,0.54849206,HSEIPly_151,,{46A2638B-8370-4EE7-8988-37173F735868},,,,,0,0
